Offset,Chord,NormalForm,PCsInNormalForm,measureNumber,beatNumber,Composer,File
228.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",92,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
229,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",92,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
229.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",92,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
230,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
230.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",93,1.25,Albeniz,Suite Espana 6 Zortzico Op165 E major
230.25,<music21.chord.Chord B4 B3>,[0],[11],93,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
230.3333333,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,1.666666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
230.4583333,<music21.chord.Chord B4 B3>,[0],[11],93,1.916666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
230.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",93,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
231.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
231.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",93,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
232.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",93,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
232.5,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",94,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
233,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",94,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
233.6666667,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",94,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
233.75,<music21.chord.Chord G#4 B4 E4 E3>,"[0, 4, 7]","[4, 8, 11]",94,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
233.875,<music21.chord.Chord E4 E3>,[0],[4],94,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
234,<music21.chord.Chord E-4 E3>,"[0, 1]","[3, 4]",94,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
234.6666667,<music21.chord.Chord E3>,[0],[4],94,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
234.75,<music21.chord.Chord D4>,[0],[2],94,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
235,<music21.chord.Chord F5 B4 C#4 G#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",95,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
235.5,<music21.chord.Chord F#5 C#5 A4 C#4>,"[0, 3, 7]","[6, 9, 1]",95,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
236.1666667,<music21.chord.Chord C#4>,[0],[1],95,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
236.25,<music21.chord.Chord G#5 D5 B4 C#4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",95,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
236.375,<music21.chord.Chord B5 G#5 D5 C#4 B4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",95,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
236.5,<music21.chord.Chord A5 F5 C#5 C#4>,"[0, 4, 8]","[1, 5, 9]",95,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
237.1666667,<music21.chord.Chord F5 C#4>,"[0, 4]","[1, 5]",95,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
237.25,<music21.chord.Chord G#5 F5 B4 C#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",95,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
237.5,<music21.chord.Chord C#5 C#6 G#5 B4 F#4>,"[0, 2, 5, 7]","[6, 8, 11, 1]",96,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
238,<music21.chord.Chord F#5 C#5 C#6 A4 F#4>,"[0, 3, 7]","[6, 9, 1]",96,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
238.6666667,<music21.chord.Chord C#5 C#6 F#4>,"[0, 5]","[1, 6]",96,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
238.75,<music21.chord.Chord F5 C#5 C#6 G#4 F#4>,"[0, 4, 5, 7]","[1, 5, 6, 8]",96,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
238.875,<music21.chord.Chord F5 G#4 F#4>,"[0, 1, 3]","[5, 6, 8]",96,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
239,<music21.chord.Chord F#5 A4 F#4>,"[0, 3]","[6, 9]",96,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
239.6666667,<music21.chord.Chord F#4>,[0],[6],96,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
239.75,<music21.chord.Chord C5 A4 E4>,"[0, 3, 7]","[9, 0, 4]",96,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
240,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",97,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
240.5,<music21.chord.Chord F5 A4 D4 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",97,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
241.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",97,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
241.25,<music21.chord.Chord F#5 A4 E-4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",97,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
241.375,<music21.chord.Chord F#5 E-4>,"[0, 3]","[3, 6]",97,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
241.5,<music21.chord.Chord A5 E-5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",97,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
242.1666667,<music21.chord.Chord E-5 B3>,"[0, 4]","[11, 3]",97,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
242.25,<music21.chord.Chord G#5 E-5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",97,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
242.5,<music21.chord.Chord F#5 B5 B4 A4 E4>,"[0, 2, 5, 7]","[4, 6, 9, 11]",98,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
243,<music21.chord.Chord E5 B5 B4 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",98,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
243.6666667,<music21.chord.Chord B5 B4 E4>,"[0, 5]","[11, 4]",98,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
243.75,<music21.chord.Chord E-5 B5 B4 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",98,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
243.875,<music21.chord.Chord E-5 B5 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",98,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
244,<music21.chord.Chord B4 B5 E4>,"[0, 5]","[11, 4]",98,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
244.5,<music21.chord.Chord B4 B5>,[0],[11],98,0,Albeniz,Suite Espana 6 Zortzico Op165 E major
244.6666667,<music21.chord.Chord B5>,[0],[11],98,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
244.75,<music21.chord.Chord E5 F4 G#4 B5>,"[0, 1, 4, 7]","[4, 5, 8, 11]",98,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
245,<music21.chord.Chord F#4 A4 E5 B5 B3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",99,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
245.25,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",99,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
245.5,<music21.chord.Chord A4 F#4 B3>,"[0, 3, 5]","[6, 9, 11]",99,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
246.25,<music21.chord.Chord C#5 E4 B3>,"[0, 2, 5]","[11, 1, 4]",99,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
246.5,<music21.chord.Chord B4 E-4 B3>,"[0, 4]","[11, 3]",99,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
247.25,<music21.chord.Chord G4 E-4 B3>,"[0, 4, 8]","[3, 7, 11]",99,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
247.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",100,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
248,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",100,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
248.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",100,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
249,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",100,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
249.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",100,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
250,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
250.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",101,1.25,Albeniz,Suite Espana 6 Zortzico Op165 E major
250.25,<music21.chord.Chord B4 B3>,[0],[11],101,1.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
250.3333333,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,1.666666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
250.4583333,<music21.chord.Chord B4 B3>,[0],[11],101,1.916666667,Albeniz,Suite Espana 6 Zortzico Op165 E major
250.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",101,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
251.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",101,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
251.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",101,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
252.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",101,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
252.5,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",102,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
253,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",102,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
253.6666667,<music21.chord.Chord G#4 B4>,"[0, 3]","[8, 11]",102,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
253.75,<music21.chord.Chord G#4 B4 E4>,"[0, 4, 7]","[4, 8, 11]",102,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
253.875,<music21.chord.Chord E4>,[0],[4],102,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
254,<music21.chord.Chord G#4>,[0],[8],102,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
254.75,<music21.chord.Chord B4>,[0],[11],102,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
255,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",103,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
255.5,<music21.chord.Chord G5 E5 C5 B-4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",103,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
256.1666667,<music21.chord.Chord E5 C5 B-4>,"[0, 2, 6]","[10, 0, 4]",103,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
256.25,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",103,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
256.375,<music21.chord.Chord A5 C5>,"[0, 3]","[9, 0]",103,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
256.5,<music21.chord.Chord C6 G5 A4 C5>,"[0, 2, 5]","[7, 9, 0]",103,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
257.1666667,<music21.chord.Chord C6 C5 A4>,"[0, 3]","[9, 0]",103,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
257.25,<music21.chord.Chord F5 C6 C5 A4>,"[0, 4, 7]","[5, 9, 0]",103,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
257.5,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",104,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
258,<music21.chord.Chord F#5 E-5 B4 A4>,"[0, 3, 6, 8]","[3, 6, 9, 11]",104,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
258.6666667,<music21.chord.Chord E-5 B4 A4>,"[0, 2, 6]","[9, 11, 3]",104,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
258.75,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",104,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
258.875,<music21.chord.Chord G#5 B4>,"[0, 3]","[8, 11]",104,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
259,<music21.chord.Chord B5 F#5 G#4 B4>,"[0, 2, 5]","[6, 8, 11]",104,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
259.6666667,<music21.chord.Chord B5 B4 G#4>,"[0, 3]","[8, 11]",104,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
259.75,<music21.chord.Chord E5 B5 B4 G#4>,"[0, 4, 7]","[4, 8, 11]",104,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
260,<music21.chord.Chord D5 F5 B4>,"[0, 3, 6]","[11, 2, 5]",105,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
260.5,<music21.chord.Chord C#5 F#5 A4>,"[0, 3, 7]","[6, 9, 1]",105,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
261.25,<music21.chord.Chord D5 G#5 F4>,"[0, 3, 6]","[2, 5, 8]",105,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
261.5,<music21.chord.Chord C#5 A5 F#4>,"[0, 3, 7]","[6, 9, 1]",105,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
262.5,<music21.chord.Chord E-5 F#5 A4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",106,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
263,<music21.chord.Chord E-5 A5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",106,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
263.6666667,<music21.chord.Chord B3>,[0],[11],106,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
263.75,<music21.chord.Chord E-5 G#5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",106,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
263.875,<music21.chord.Chord E-5 G#5 B4>,"[0, 3, 7]","[8, 11, 3]",106,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
264,<music21.chord.Chord B4 E5 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",106,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
265,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",107,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
265.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",107,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
266.25,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",107,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
266.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",107,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
267.25,<music21.chord.Chord F#4 C5 D5 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",107,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
267.5,<music21.chord.Chord G4 B4 D5 G3>,"[0, 4, 7]","[7, 11, 2]",108,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
268,<music21.chord.Chord A4 B4 E-5 F#3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",108,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
268.75,<music21.chord.Chord G4 B4 E5 E3>,"[0, 3, 7]","[4, 7, 11]",108,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
269,<music21.chord.Chord B4 F5 G#5 D3>,"[0, 3, 6, 9]","[2, 5, 8, 11]",108,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
269.75,<music21.chord.Chord B5 B2>,[0],[11],108,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
270,<music21.chord.Chord E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",109,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
270.5,<music21.chord.Chord C6 A2>,"[0, 3]","[9, 0]",109,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
271.25,<music21.chord.Chord E6 F#2>,"[0, 2]","[4, 6]",109,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
271.5,<music21.chord.Chord A5 E-6 B2>,"[0, 2, 6]","[9, 11, 3]",109,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
272.25,<music21.chord.Chord B6 B1>,[0],[11],109,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
272.5,<music21.chord.Chord G#5 G#6 E2>,"[0, 4]","[4, 8]",110,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
273,<music21.chord.Chord G#5 G#6 B2>,"[0, 3]","[8, 11]",110,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
273.6666667,<music21.chord.Chord G#5 G#6>,[0],[8],110,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
273.75,<music21.chord.Chord G#5 G#6 E3>,"[0, 4]","[4, 8]",110,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
273.875,<music21.chord.Chord E3>,[0],[4],110,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
274,<music21.chord.Chord G#3>,[0],[8],110,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
274.75,<music21.chord.Chord B3>,[0],[11],110,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
275,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",111,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
275.5,<music21.chord.Chord C#5 A4 E4 B3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",111,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
276.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",111,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
276.25,<music21.chord.Chord E-5 A4 F#4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",111,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
276.375,<music21.chord.Chord E-5 B3 F#4>,"[0, 4, 7]","[11, 3, 6]",111,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
276.5,<music21.chord.Chord B4 A4 E-4 B3>,"[0, 2, 6]","[9, 11, 3]",111,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
277.1666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",111,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
277.25,<music21.chord.Chord G#5 A4 B3>,"[0, 1, 3]","[8, 9, 11]",111,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
277.5,<music21.chord.Chord B4 E5 E4 G#4>,"[0, 4, 7]","[4, 8, 11]",112,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
278,<music21.chord.Chord B4 E5 E-4 G#4>,"[0, 1, 5, 8]","[3, 4, 8, 11]",112,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
278.6666667,<music21.chord.Chord B4 E5 G#4>,"[0, 4, 7]","[4, 8, 11]",112,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
278.75,<music21.chord.Chord B4 E5 D4 G#4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",112,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
278.875,<music21.chord.Chord D4>,[0],[2],112,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
279,<music21.chord.Chord C#4>,[0],[1],112,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
279.75,<music21.chord.Chord C4>,[0],[0],112,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
280,<music21.chord.Chord A3 B3 B2 E-3>,"[0, 2, 6]","[9, 11, 3]",113,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
280.5,<music21.chord.Chord C#4 A3 E3 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",113,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
281.1666667,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",113,3.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
281.25,<music21.chord.Chord E-4 A3 F#3 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",113,3.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
281.375,<music21.chord.Chord E-4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",113,3.75,Albeniz,Suite Espana 6 Zortzico Op165 E major
281.5,<music21.chord.Chord B3 A3 E-3 B2>,"[0, 2, 6]","[9, 11, 3]",113,4,Albeniz,Suite Espana 6 Zortzico Op165 E major
282.1666667,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",113,0.333333333,Albeniz,Suite Espana 6 Zortzico Op165 E major
282.25,<music21.chord.Chord G#4 A3 B2>,"[0, 1, 3]","[8, 9, 11]",113,0.5,Albeniz,Suite Espana 6 Zortzico Op165 E major
282.5,<music21.chord.Chord B3 E4 E3 G#3>,"[0, 4, 7]","[4, 8, 11]",114,1,Albeniz,Suite Espana 6 Zortzico Op165 E major
283,<music21.chord.Chord E5 G#5 E6 E2 E3>,"[0, 4]","[4, 8]",114,2,Albeniz,Suite Espana 6 Zortzico Op165 E major
