measureNumber,beatNumber,Offset,Chord,NormalForm,PCsInNormalForm,File,Composer
26,4 1/2,103.5,<music21.chord.Chord G-3 B-3 D-4 B-5 D-6>,"[0, 4, 7]","[6, 10, 1]",Schnittke_Tango.mxl,Schnittke
27,1,104,<music21.chord.Chord E-4 G-4 A4 C5>,"[0, 3, 6, 9]","[0, 3, 6, 9]",Schnittke_Tango.mxl,Schnittke
27,2,105,<music21.chord.Chord E-4 G-4 A4 C5 E#5>,"[0, 3, 6, 8, 9]","[9, 0, 3, 5, 6]",Schnittke_Tango.mxl,Schnittke
27,2 1/2,105.5,<music21.chord.Chord E-4 G-4 A4 C5 F#5>,"[0, 3, 6, 9]","[0, 3, 6, 9]",Schnittke_Tango.mxl,Schnittke
27,3,106,<music21.chord.Chord C#4 E#4 B4 C#5 E#5>,"[0, 2, 6]","[11, 1, 5]",Schnittke_Tango.mxl,Schnittke
27,3 1/2,106.5,<music21.chord.Chord C#4 E#4 B4 C#5 F#5>,"[0, 2, 6, 7]","[11, 1, 5, 6]",Schnittke_Tango.mxl,Schnittke
27,4,107,<music21.chord.Chord C#4 E#4 B4 C#5 G#5>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Schnittke_Tango.mxl,Schnittke
27,4 1/2,107.5,<music21.chord.Chord C#4 E#4 F#4 B4 C#5 F#5>,"[0, 2, 6, 7]","[11, 1, 5, 6]",Schnittke_Tango.mxl,Schnittke
28,1,108,<music21.chord.Chord E#4 A4 F#5 A5 C#6>,"[0, 1, 4, 8]","[5, 6, 9, 1]",Schnittke_Tango.mxl,Schnittke
28,1 1/2,108.5,<music21.chord.Chord F#4 A4 F#5 A5 C#6>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
28,2,109,<music21.chord.Chord G#4 F#5 A5 C#6>,"[0, 2, 3, 7]","[6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
28,2 1/2,109.5,<music21.chord.Chord F#4 F#5 A5 C#6>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
28,3,110,<music21.chord.Chord A3 F#5 A5 C#6>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
28,4,111,<music21.chord.Chord F#5 A5 C#6>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
29,1,112,<music21.chord.Chord F#3 F#4 F#5 A5 C#6>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
29,2,113,<music21.chord.Chord F#3 E#5>,"[0, 1]","[5, 6]",Schnittke_Tango.mxl,Schnittke
29,2 1/2,113.5,<music21.chord.Chord F#3 F#5>,[0],[6],Schnittke_Tango.mxl,Schnittke
29,3,114,<music21.chord.Chord F#3 E#5>,"[0, 1]","[5, 6]",Schnittke_Tango.mxl,Schnittke
29,3 1/2,114.5,<music21.chord.Chord F#3 F#5>,[0],[6],Schnittke_Tango.mxl,Schnittke
29,4,115,<music21.chord.Chord E#4 G#5>,"[0, 3]","[5, 8]",Schnittke_Tango.mxl,Schnittke
29,4 1/2,115.5,<music21.chord.Chord F#4 A5>,"[0, 3]","[6, 9]",Schnittke_Tango.mxl,Schnittke
30,1,116,<music21.chord.Chord E#4 G#4 F#5 B5 D6>,"[0, 1, 3, 6, 9]","[5, 6, 8, 11, 2]",Schnittke_Tango.mxl,Schnittke
30,1 1/2,116.5,<music21.chord.Chord F#4 G#4 F#5 B5 D6>,"[0, 2, 5, 8]","[6, 8, 11, 2]",Schnittke_Tango.mxl,Schnittke
30,2,117,<music21.chord.Chord G#4 F#5 B5 D6>,"[0, 2, 5, 8]","[6, 8, 11, 2]",Schnittke_Tango.mxl,Schnittke
30,2 1/2,117.5,<music21.chord.Chord A4 F#5 B5 D6>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Schnittke_Tango.mxl,Schnittke
30,3,118,<music21.chord.Chord G#3 F#5 B5 D6>,"[0, 2, 5, 8]","[6, 8, 11, 2]",Schnittke_Tango.mxl,Schnittke
30,4,119,<music21.chord.Chord F#5 B5 D6>,"[0, 3, 7]","[11, 2, 6]",Schnittke_Tango.mxl,Schnittke
31,1,120,<music21.chord.Chord F#3 F#5 B5 D6>,"[0, 3, 7]","[11, 2, 6]",Schnittke_Tango.mxl,Schnittke
31,2,121,<music21.chord.Chord F#3 E#4>,"[0, 1]","[5, 6]",Schnittke_Tango.mxl,Schnittke
31,2 1/2,121.5,<music21.chord.Chord F#3 F#4>,[0],[6],Schnittke_Tango.mxl,Schnittke
31,3,122,<music21.chord.Chord F#3 G#4>,"[0, 2]","[6, 8]",Schnittke_Tango.mxl,Schnittke
31,3 1/2,122.5,<music21.chord.Chord F#3 A4>,"[0, 3]","[6, 9]",Schnittke_Tango.mxl,Schnittke
31,4,123,<music21.chord.Chord B4 E#5>,"[0, 6]","[5, 11]",Schnittke_Tango.mxl,Schnittke
31,4 1/2,123.5,<music21.chord.Chord C#5 F#5>,"[0, 5]","[1, 6]",Schnittke_Tango.mxl,Schnittke
32,1,124,<music21.chord.Chord F#3 G3 B3 D4 D5 G#5>,"[0, 1, 2, 5, 8]","[6, 7, 8, 11, 2]",Schnittke_Tango.mxl,Schnittke
32,1 1/2,124.5,<music21.chord.Chord F#3 G3 B3 D4 D5 A5>,"[0, 1, 3, 5, 8]","[6, 7, 9, 11, 2]",Schnittke_Tango.mxl,Schnittke
32,2,125,<music21.chord.Chord F#3 G3 B3 D4 D5 B5>,"[0, 1, 5, 8]","[6, 7, 11, 2]",Schnittke_Tango.mxl,Schnittke
32,2 1/2,125.5,<music21.chord.Chord F#3 G3 B3 D4 D5 C#6>,"[0, 1, 5, 7, 8]","[6, 7, 11, 1, 2]",Schnittke_Tango.mxl,Schnittke
32,3,126,<music21.chord.Chord F#3 G3 B3 D4 D6>,"[0, 1, 5, 8]","[6, 7, 11, 2]",Schnittke_Tango.mxl,Schnittke
32,4,127,<music21.chord.Chord F#3 G3 B3 D4 C#5 C#6>,"[0, 1, 5, 7, 8]","[6, 7, 11, 1, 2]",Schnittke_Tango.mxl,Schnittke
32,4 1/2,127.5,<music21.chord.Chord F#3 G3 B3 D4 B4 B5>,"[0, 1, 5, 8]","[6, 7, 11, 2]",Schnittke_Tango.mxl,Schnittke
33,1,128,<music21.chord.Chord E#3 F#3 G#3 C#4 A4 A5>,"[0, 1, 3, 4, 8]","[5, 6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
33,1 1/2,128.5,<music21.chord.Chord E#3 F#3 G#3 C#4 A4 A5>,"[0, 1, 3, 4, 8]","[5, 6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
33,2,129,<music21.chord.Chord E#3 F#3 G#3 C#4 C#6>,"[0, 4, 5, 7]","[1, 5, 6, 8]",Schnittke_Tango.mxl,Schnittke
33,2 1/2,129.5,<music21.chord.Chord E#3 F#3 G#3 C#4 B5>,"[0, 1, 3, 6, 8]","[5, 6, 8, 11, 1]",Schnittke_Tango.mxl,Schnittke
33,3,130,<music21.chord.Chord E#3 F#3 G#3 C#4 G#4 G#5>,"[0, 4, 5, 7]","[1, 5, 6, 8]",Schnittke_Tango.mxl,Schnittke
33,4,131,<music21.chord.Chord E#3 F#3 G#3 C#4 A5>,"[0, 1, 3, 4, 8]","[5, 6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,1,132,<music21.chord.Chord F#3 A3 C#4 E#4 E#5>,"[0, 1, 4, 8]","[5, 6, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,1 1/2,132.5,<music21.chord.Chord F#3 A3 C#4 E#4 E#5>,"[0, 1, 4, 8]","[5, 6, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,2,133,<music21.chord.Chord F#3 A3 C#4 G#5>,"[0, 2, 3, 7]","[6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,2 1/2,133.5,<music21.chord.Chord F#3 A3 C#4 G#5>,"[0, 2, 3, 7]","[6, 8, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,3,134,<music21.chord.Chord F#3 A3 C#4 F#4 F#5>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
34,4,135,<music21.chord.Chord F#3 A3 C#4>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
35,1,136,<music21.chord.Chord F#3 A3 C#4>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
35,2,137,<music21.chord.Chord C#4 G#4 E#5>,"[0, 4, 7]","[1, 5, 8]",Schnittke_Tango.mxl,Schnittke
35,3,138,<music21.chord.Chord E#4 F#4 G4>,"[0, 1, 2]","[5, 6, 7]",Schnittke_Tango.mxl,Schnittke
35,4,139,<music21.chord.Chord G3 B-4 G-5 F-6>,"[0, 2, 3, 6]","[4, 6, 7, 10]",Schnittke_Tango.mxl,Schnittke
36,1,140,<music21.chord.Chord F#3 A3 C#4>,"[0, 3, 7]","[6, 9, 1]",Schnittke_Tango.mxl,Schnittke
36,2,141,<music21.chord.Chord C#5 G#5 E#6>,"[0, 4, 7]","[1, 5, 8]",Schnittke_Tango.mxl,Schnittke
36,3,142,<music21.chord.Chord F#4 A5 F#6>,"[0, 3]","[6, 9]",Schnittke_Tango.mxl,Schnittke
