Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,beatNumber,Composer
162.125,<music21.chord.Chord F#4 C#5 F5 C#4>,"[0, 4, 5]","[1, 5, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
162.625,<music21.chord.Chord F#4 B4 E-5 E-4>,"[0, 4, 7]","[11, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
163.125,<music21.chord.Chord F#4 C#5 F5 E-4>,"[0, 2, 4, 5]","[1, 3, 5, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
163.625,<music21.chord.Chord F#4 E-5 F#5>,"[0, 3]","[3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
164.125,<music21.chord.Chord F#4 C#5 F5>,"[0, 4, 5]","[1, 5, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
164.625,<music21.chord.Chord G4 B4 E-5 E-2 E-3>,"[0, 4, 8]","[3, 7, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
165.125,<music21.chord.Chord G4 C#5 F5 E-2 E-3>,"[0, 2, 4, 6]","[1, 3, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
165.625,<music21.chord.Chord G4 E-5 G5>,"[0, 4]","[3, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
166.125,<music21.chord.Chord G4 C#5 F5>,"[0, 4, 6]","[1, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
166.625,<music21.chord.Chord G4 B4 E-5 B3>,"[0, 4, 8]","[3, 7, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
167.125,<music21.chord.Chord G4 C#5 F5 B3>,"[0, 2, 6, 8]","[5, 7, 11, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
167.625,<music21.chord.Chord G4 E-5 G5 B3>,"[0, 4, 8]","[3, 7, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
168.125,<music21.chord.Chord G4 C#5 F5 B3>,"[0, 2, 6, 8]","[5, 7, 11, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
168.625,<music21.chord.Chord G4 B4 E-5 C#4>,"[0, 2, 4, 8]","[11, 1, 3, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
169.125,<music21.chord.Chord G4 C#5 F5 C#4>,"[0, 4, 6]","[1, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
169.625,<music21.chord.Chord G4 E-5 G5 C#4>,"[0, 2, 6]","[1, 3, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
170.125,<music21.chord.Chord G4 C#5 F5 C#4>,"[0, 4, 6]","[1, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
170.625,<music21.chord.Chord G4 B4 E-5 E-4>,"[0, 4, 8]","[3, 7, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
171.125,<music21.chord.Chord G4 C#5 F5 E-4>,"[0, 2, 4, 6]","[1, 3, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
171.625,<music21.chord.Chord G4 E-5 G5>,"[0, 4]","[3, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
172.125,<music21.chord.Chord G4 C#5 F5>,"[0, 4, 6]","[1, 5, 7]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
172.625,<music21.chord.Chord G#4 B4 E-5 E-2 E-3>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
173.125,<music21.chord.Chord G#4 C#5 F5 E-2 E-3>,"[0, 2, 4, 7]","[1, 3, 5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
173.625,<music21.chord.Chord G#4 E-5 G5>,"[0, 4, 5]","[3, 7, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
174.125,<music21.chord.Chord G#4 F5 G#5>,"[0, 3]","[5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
174.625,<music21.chord.Chord G#4 E-5 G5 G#3>,"[0, 4, 5]","[3, 7, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
175.125,<music21.chord.Chord G#4 C#5 F5 G#3>,"[0, 4, 7]","[1, 5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
175.625,<music21.chord.Chord G#4 B4 E-5 G#3>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
176.125,<music21.chord.Chord G#4 B-4 C#5 G#3>,"[0, 2, 5]","[8, 10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
176.625,<music21.chord.Chord E-4 G#4 B4 B-3>,"[0, 2, 3, 7]","[8, 10, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
177.125,<music21.chord.Chord E-4 B-4 C#5 B-3>,"[0, 3, 5]","[10, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
177.625,<music21.chord.Chord E-4 B4 E-5 B-3>,"[0, 1, 5]","[10, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
178.125,<music21.chord.Chord E-4 C#5 F5 B-3>,"[0, 3, 5, 7]","[10, 1, 3, 5]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
178.625,<music21.chord.Chord E-4 B4 E-5 B3>,"[0, 4]","[11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
179.125,<music21.chord.Chord E-4 B-4 C#5 B3>,"[0, 1, 3, 5]","[10, 11, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
179.625,<music21.chord.Chord E-4 G#4 B4>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
180.125,<music21.chord.Chord E-4 G4 B-4>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
180.625,<music21.chord.Chord B3 F4 G#4 E-2>,"[0, 2, 5, 8]","[3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
181.125,<music21.chord.Chord B3 G4 B-4 E-2>,"[0, 4, 7, 8]","[3, 7, 10, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
181.625,<music21.chord.Chord B3 G#4 B4 E-2>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
182.125,<music21.chord.Chord B3 B-4 C#5 E-2>,"[0, 1, 3, 5]","[10, 11, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
182.625,<music21.chord.Chord B3 G#4 B4 G#2 E-2>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
183.125,<music21.chord.Chord B3 G4 B-4 G#2 E-2>,"[0, 1, 3, 4, 8]","[7, 8, 10, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
183.625,<music21.chord.Chord B3 F4 G#4 G#2 E-2>,"[0, 2, 5, 8]","[3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
184.125,<music21.chord.Chord B3 E-4 G4 G#2 E-2>,"[0, 1, 4, 8]","[7, 8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
184.625,<music21.chord.Chord G#3 D4 F4 B2 E-2>,"[0, 1, 3, 6, 9]","[2, 3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
185.125,<music21.chord.Chord G#3 E-4 G4 B2 E-2>,"[0, 1, 4, 8]","[7, 8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
185.625,<music21.chord.Chord G#3 F4 G#4 B2 E-2>,"[0, 2, 5, 8]","[3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
186.125,<music21.chord.Chord G#3 G4 B-4 B2 E-2>,"[0, 1, 3, 4, 8]","[7, 8, 10, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
186.625,<music21.chord.Chord G#3 G4 B-4 B2 E-2>,"[0, 1, 3, 4, 8]","[7, 8, 10, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
187.125,<music21.chord.Chord G#3 F4 G#4 B2 E-2>,"[0, 2, 5, 8]","[3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
187.625,<music21.chord.Chord G#3 E-4 G4 B2 E-2>,"[0, 1, 4, 8]","[7, 8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
188.125,<music21.chord.Chord G#3 D4 F4 B2 E-2>,"[0, 1, 3, 6, 9]","[2, 3, 5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
188.625,<music21.chord.Chord B-3 E-4 G4 E-2 G2 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
189.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
189.625,<music21.chord.Chord B-3 G4 B-4 C2 E-2 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
190.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
190.625,<music21.chord.Chord B-3 E-4 G4 E-2 G2 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
191.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
191.625,<music21.chord.Chord B-3 G4 B-4 C2 E-2 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
192.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
192.625,<music21.chord.Chord B-3 E-4 G4 E-2 G2 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
193.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
193.625,<music21.chord.Chord B-3 G4 B-4 C2 E-2 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
194.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
194.625,<music21.chord.Chord B-3 E-4 G4 E-2 G2 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
195.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
195.625,<music21.chord.Chord B-3 G4 B-4 C2 E-2 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
196.125,<music21.chord.Chord B-3 F4 G#4 D2 F2 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
196.625,<music21.chord.Chord B-3 E-4 G4 G2 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
197.125,<music21.chord.Chord B-3 E-4 G4 G2 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
197.625,<music21.chord.Chord B-3 E-4 G4 G2 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
198.125,<music21.chord.Chord B-3 E-4 G4 G2 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
198.625,<music21.chord.Chord G3 E-4 B-4 C#3 E-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
199.125,<music21.chord.Chord G3 E-4 B-4 C#3 E-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
199.625,<music21.chord.Chord G3 E-4 B-4 C#3 E-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
200.125,<music21.chord.Chord G3 E-4 B-4 C#3 E-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
200.625,<music21.chord.Chord G3 E-4 B-4 B2 E-2>,"[0, 4, 7, 8]","[3, 7, 10, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
201.25,<music21.chord.Chord G3 E-4 B-4 B2 E-2>,"[0, 4, 7, 8]","[3, 7, 10, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
201.2916667,<music21.chord.Chord G3 E-4 B-4 B2 E-2>,"[0, 4, 7, 8]","[3, 7, 10, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
201.9166667,<music21.chord.Chord G3 E-4 B-4 B2>,"[0, 4, 7, 8]","[3, 7, 10, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
202.625,<music21.chord.Chord G#3 E-4 G#4 B2 E-2>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
203.625,<music21.chord.Chord G#3 E-4 G#4 B2 E-2>,"[0, 3, 7]","[8, 11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
204.625,<music21.chord.Chord B-3 E-4 G4 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
205.9583333,<music21.chord.Chord B-3 E-4 G4 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
207.25,<music21.chord.Chord B-3 E-4 G4 B-2 E-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
208.5833333,<music21.chord.Chord B-3 E-4 G4 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
208.625,<music21.chord.Chord G3 B-3 E-4 G4 E-2 B-2>,"[0, 4, 7]","[3, 7, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
215.125,<music21.chord.Chord D4>,[0],[2],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
215.625,<music21.chord.Chord E-4>,[0],[3],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
216.125,<music21.chord.Chord F#4>,[0],[6],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
216.625,<music21.chord.Chord G#3>,[0],[8],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
217.125,<music21.chord.Chord B3>,[0],[11],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
217.625,<music21.chord.Chord F4>,[0],[5],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
219.125,<music21.chord.Chord E-4>,[0],[3],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
219.3333333,<music21.chord.Chord D4 E-4>,"[0, 1]","[2, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
219.375,<music21.chord.Chord D4>,[0],[2],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
219.625,<music21.chord.Chord E-4>,[0],[3],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
220.125,<music21.chord.Chord F#3>,[0],[6],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
220.625,<music21.chord.Chord G#3>,[0],[8],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
221.625,<music21.chord.Chord A3>,[0],[9],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
222.625,<music21.chord.Chord B-3>,[0],[10],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
223.125,<music21.chord.Chord F#4 B-3>,"[0, 4]","[6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
223.625,<music21.chord.Chord B-4 B-3>,[0],[10],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
224.125,<music21.chord.Chord C#5 B-3>,"[0, 3]","[10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
224.625,<music21.chord.Chord E-4 C4>,"[0, 3]","[0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
225.125,<music21.chord.Chord F#4 B-3>,"[0, 4]","[6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
225.625,<music21.chord.Chord C5 A3>,"[0, 3]","[9, 0]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
226.125,<music21.chord.Chord C5 B-3>,"[0, 2]","[10, 0]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
226.3333333,<music21.chord.Chord C4 C5 B-3>,"[0, 2]","[10, 0]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
226.375,<music21.chord.Chord C5 C4>,[0],[0],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
226.5833333,<music21.chord.Chord C5>,[0],[0],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
226.625,<music21.chord.Chord C5 C#4>,"[0, 1]","[0, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
227.125,<music21.chord.Chord B-4 C#4>,"[0, 3]","[10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
227.3333333,<music21.chord.Chord A4 B-4 C#4>,"[0, 1, 4]","[9, 10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
227.375,<music21.chord.Chord A4 C#4>,"[0, 4]","[9, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
227.5833333,<music21.chord.Chord C#4>,[0],[1],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
227.625,<music21.chord.Chord B-4 C#4>,"[0, 3]","[10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
228.125,<music21.chord.Chord C#4 C4>,"[0, 1]","[0, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
228.3333333,<music21.chord.Chord B-3 C#4 C4>,"[0, 2, 3]","[10, 0, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
228.375,<music21.chord.Chord C#4 B-3>,"[0, 3]","[10, 1]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
228.5833333,<music21.chord.Chord C#4>,[0],[1],6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
228.625,<music21.chord.Chord D4 G#3>,"[0, 6]","[2, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
229.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
229.625,<music21.chord.Chord D4 B-3>,"[0, 4]","[10, 2]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
230.125,<music21.chord.Chord D4 G#3>,"[0, 6]","[2, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
230.625,<music21.chord.Chord E-4 F#3>,"[0, 3]","[3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
231.125,<music21.chord.Chord F4 B-3 D3>,"[0, 4, 7]","[10, 2, 5]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
231.625,<music21.chord.Chord F#4 B-3 E-3>,"[0, 3, 7]","[3, 6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
232.125,<music21.chord.Chord E-4 B3 F#3>,"[0, 4, 7]","[11, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
232.3333333,<music21.chord.Chord C#4 E-4 B3 F#3>,"[0, 2, 4, 7]","[11, 1, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
232.375,<music21.chord.Chord E-4 C#4 F#3>,"[0, 2, 5]","[1, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
232.5833333,<music21.chord.Chord E-4 F#3>,"[0, 3]","[3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
232.625,<music21.chord.Chord F4 B3 G#2>,"[0, 3, 6]","[5, 8, 11]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
233.125,<music21.chord.Chord E-4 B3 B2>,"[0, 4]","[11, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
233.625,<music21.chord.Chord D4 B3 F3>,"[0, 3, 6]","[11, 2, 5]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
234.125,<music21.chord.Chord E-4 G#3 F3>,"[0, 2, 5]","[3, 5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
234.3333333,<music21.chord.Chord F4 E-4 G#3 F3>,"[0, 2, 5]","[3, 5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
234.375,<music21.chord.Chord F4 G#3 F3>,"[0, 3]","[5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
234.5833333,<music21.chord.Chord G#3 F3>,"[0, 3]","[5, 8]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
234.625,<music21.chord.Chord F#4 B-3 F3>,"[0, 1, 5]","[5, 6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
235.125,<music21.chord.Chord F#4 B-3 E-3>,"[0, 3, 7]","[3, 6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
235.3333333,<music21.chord.Chord D3 F#4 B-3 E-3>,"[0, 1, 4, 8]","[2, 3, 6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
235.375,<music21.chord.Chord F#4 B-3 D3>,"[0, 4, 8]","[2, 6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
235.5833333,<music21.chord.Chord F#4 B-3>,"[0, 4]","[6, 10]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
235.625,<music21.chord.Chord F#4 C4 E-3>,"[0, 3, 6]","[0, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
236.125,<music21.chord.Chord F4 C#4 F#2>,"[0, 4, 5]","[1, 5, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
236.3333333,<music21.chord.Chord E-4 F4 C#4 F#2>,"[0, 2, 4, 5]","[1, 3, 5, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
236.375,<music21.chord.Chord E-4 C#4 F#2>,"[0, 2, 5]","[1, 3, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
236.5833333,<music21.chord.Chord C#4 F#2>,"[0, 5]","[1, 6]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
236.625,<music21.chord.Chord E-4 C4 G#2>,"[0, 4, 7]","[8, 0, 3]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
237.125,<music21.chord.Chord C5 C4 G#2>,"[0, 4]","[8, 0]",6 Etudes for Piano Op 111 Prelude and Fugue Eb minor.mid,,,Saint-Saens
