Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,beatNumber,Composer
132,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,23,1.000,AlariodelRio
132.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,23,1.250,AlariodelRio
133,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,23,1.500,AlariodelRio
133.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,23,1.750,AlariodelRio
134,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,23,2.000,AlariodelRio
134.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,23,2.250,AlariodelRio
140,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,24,2.000,AlariodelRio
140.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,24,2.250,AlariodelRio
141,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,24,2.500,AlariodelRio
141.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,24,2.750,AlariodelRio
144,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,25,1.000,AlariodelRio
144.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,25,1.250,AlariodelRio
145,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,25,1.500,AlariodelRio
145.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,25,1.750,AlariodelRio
148,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,25,3.000,AlariodelRio
148.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,25,3.250,AlariodelRio
149,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,25,3.500,AlariodelRio
149.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,25,3.750,AlariodelRio
152,<music21.chord.Chord F#3 B4>,"[0, 5]","[6, 11]",AlariodelRio_Sol_Sostenido.xml,26,2.000,AlariodelRio
152.5,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,26,2.250,AlariodelRio
153,<music21.chord.Chord C#3 B4>,"[0, -10]","[11, 1]",AlariodelRio_Sol_Sostenido.xml,26,2.500,AlariodelRio
153.5,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,26,2.750,AlariodelRio
154,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,26,3.000,AlariodelRio
154.5,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,26,3.250,AlariodelRio
155,<music21.chord.Chord G#3 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,26,3.500,AlariodelRio
155.5,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,26,3.750,AlariodelRio
156,<music21.chord.Chord F#3 B4>,"[0, 5]","[6, 11]",AlariodelRio_Sol_Sostenido.xml,27,1.000,AlariodelRio
156.5,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,27,1.250,AlariodelRio
157,<music21.chord.Chord D#3 B4>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,27,1.500,AlariodelRio
157.5,<music21.chord.Chord D#3 B4>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,27,1.750,AlariodelRio
158,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,27,2.000,AlariodelRio
158.5,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,27,2.250,AlariodelRio
159,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,27,2.500,AlariodelRio
159.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,27,2.750,AlariodelRio
162,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,28,1.000,AlariodelRio
162.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,28,1.250,AlariodelRio
163,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,28,1.500,AlariodelRio
163.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,28,1.750,AlariodelRio
166,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,28,3.000,AlariodelRio
166.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,28,3.250,AlariodelRio
167,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,28,3.500,AlariodelRio
167.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,28,3.750,AlariodelRio
170,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,29,2.000,AlariodelRio
170.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,29,2.250,AlariodelRio
171,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,29,2.500,AlariodelRio
171.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,29,2.750,AlariodelRio
174,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,30,1.000,AlariodelRio
174.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,30,1.250,AlariodelRio
175,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,30,1.500,AlariodelRio
175.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,30,1.750,AlariodelRio
176,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,30,2.000,AlariodelRio
176.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,30,2.250,AlariodelRio
177,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,30,2.500,AlariodelRio
177.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,30,2.750,AlariodelRio
178,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,30,3.000,AlariodelRio
178.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,30,3.250,AlariodelRio
179,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,30,3.500,AlariodelRio
179.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,30,3.750,AlariodelRio
180,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,31,1.000,AlariodelRio
180.5,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,31,1.250,AlariodelRio
181,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,31,1.500,AlariodelRio
181.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,31,1.750,AlariodelRio
184,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,31,3.000,AlariodelRio
184.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,31,3.250,AlariodelRio
185,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,31,3.500,AlariodelRio
185.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,31,3.750,AlariodelRio
188,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,32,2.000,AlariodelRio
188.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,32,2.250,AlariodelRio
189,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,32,2.500,AlariodelRio
189.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,32,2.750,AlariodelRio
192,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,33,1.000,AlariodelRio
192.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,33,1.250,AlariodelRio
193,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,33,1.500,AlariodelRio
193.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,33,1.750,AlariodelRio
196,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,33,3.000,AlariodelRio
196.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,33,3.250,AlariodelRio
197,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,33,3.500,AlariodelRio
197.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,33,3.750,AlariodelRio
198,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,34,1.000,AlariodelRio
198.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,34,1.250,AlariodelRio
199,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,34,1.500,AlariodelRio
199.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,34,1.750,AlariodelRio
200,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,34,2.000,AlariodelRio
200.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,34,2.250,AlariodelRio
201,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,34,2.500,AlariodelRio
201.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,34,2.750,AlariodelRio
202,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,34,3.000,AlariodelRio
202.5,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,34,3.250,AlariodelRio
203,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,34,3.500,AlariodelRio
203.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,34,3.750,AlariodelRio
207,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,35,2.500,AlariodelRio
207.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,35,2.750,AlariodelRio
208,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,35,3.000,AlariodelRio
208.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,35,3.250,AlariodelRio
209,<music21.chord.Chord D#3 G#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,35,3.500,AlariodelRio
209.5,<music21.chord.Chord D#3 G#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,35,3.750,AlariodelRio
210,<music21.chord.Chord B2 G#5>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,36,1.000,AlariodelRio
210.5,<music21.chord.Chord C#3 G#5>,"[0, -7]","[8, 1]",AlariodelRio_Sol_Sostenido.xml,36,1.250,AlariodelRio
211,<music21.chord.Chord G#2 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,36,1.500,AlariodelRio
211.5,<music21.chord.Chord F#3 G#5>,"[0, 2]","[6, 8]",AlariodelRio_Sol_Sostenido.xml,36,1.750,AlariodelRio
212,<music21.chord.Chord G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,36,2.000,AlariodelRio
213,<music21.chord.Chord G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,36,2.500,AlariodelRio
214,<music21.chord.Chord B2 G#5>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,36,3.000,AlariodelRio
214.5,<music21.chord.Chord F#3 G#5>,"[0, 2]","[6, 8]",AlariodelRio_Sol_Sostenido.xml,36,3.250,AlariodelRio
215,<music21.chord.Chord G#2 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,36,3.500,AlariodelRio
215.5,<music21.chord.Chord G#3 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,36,3.750,AlariodelRio
216,<music21.chord.Chord B2 G#5>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,37,1.000,AlariodelRio
216.5,<music21.chord.Chord G#2 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,37,1.250,AlariodelRio
217,<music21.chord.Chord A#2 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,37,1.500,AlariodelRio
217.5,<music21.chord.Chord A#3 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,37,1.750,AlariodelRio
218,<music21.chord.Chord D#3 G#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,37,2.000,AlariodelRio
218.5,<music21.chord.Chord G#3 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,37,2.250,AlariodelRio
219,<music21.chord.Chord A#3 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,37,2.500,AlariodelRio
219.5,<music21.chord.Chord E3 G#5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,37,2.750,AlariodelRio
220,<music21.chord.Chord A#2 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,37,3.000,AlariodelRio
220.5,<music21.chord.Chord A#3 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,37,3.250,AlariodelRio
221,<music21.chord.Chord D#3 G#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,37,3.500,AlariodelRio
221.5,<music21.chord.Chord G#3 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,37,3.750,AlariodelRio
222,<music21.chord.Chord A#3 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,38,1.000,AlariodelRio
222.5,<music21.chord.Chord E3 G#5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,38,1.250,AlariodelRio
223,<music21.chord.Chord A#2 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,38,1.500,AlariodelRio
223.5,<music21.chord.Chord A#3 G#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,38,1.750,AlariodelRio
224,<music21.chord.Chord D#3 G#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,38,2.000,AlariodelRio
224.5,<music21.chord.Chord G#3 G#5>,[0],[8],AlariodelRio_Sol_Sostenido.xml,38,2.250,AlariodelRio
225,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,38,2.500,AlariodelRio
225.5,<music21.chord.Chord E3 A#5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,38,2.750,AlariodelRio
226,<music21.chord.Chord E3 A#5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,38,3.000,AlariodelRio
226.5,<music21.chord.Chord F#3 A#5>,"[0, 4]","[6, 10]",AlariodelRio_Sol_Sostenido.xml,38,3.250,AlariodelRio
227,<music21.chord.Chord A#2 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,38,3.500,AlariodelRio
227.5,<music21.chord.Chord B2 A#5>,"[0, 1]","[10, 11]",AlariodelRio_Sol_Sostenido.xml,38,3.750,AlariodelRio
228,<music21.chord.Chord D#3 A#5>,"[0, -7]","[10, 3]",AlariodelRio_Sol_Sostenido.xml,39,1.000,AlariodelRio
228.5,<music21.chord.Chord D#3 A#5>,"[0, -7]","[10, 3]",AlariodelRio_Sol_Sostenido.xml,39,1.250,AlariodelRio
229,<music21.chord.Chord B2 A#5>,"[0, 1]","[10, 11]",AlariodelRio_Sol_Sostenido.xml,39,1.500,AlariodelRio
229.5,<music21.chord.Chord C#3 A#5>,"[0, -9]","[10, 1]",AlariodelRio_Sol_Sostenido.xml,39,1.750,AlariodelRio
230,<music21.chord.Chord G#2 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,39,2.000,AlariodelRio
230.5,<music21.chord.Chord F#3 A#5>,"[0, 4]","[6, 10]",AlariodelRio_Sol_Sostenido.xml,39,2.250,AlariodelRio
231,<music21.chord.Chord A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,39,2.500,AlariodelRio
232,<music21.chord.Chord A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,39,3.000,AlariodelRio
233,<music21.chord.Chord B2 A#5>,"[0, 1]","[10, 11]",AlariodelRio_Sol_Sostenido.xml,39,3.500,AlariodelRio
233.5,<music21.chord.Chord F#3 A#5>,"[0, 4]","[6, 10]",AlariodelRio_Sol_Sostenido.xml,39,3.750,AlariodelRio
234,<music21.chord.Chord G#2 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,40,1.000,AlariodelRio
234.5,<music21.chord.Chord G#3 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,40,1.250,AlariodelRio
235,<music21.chord.Chord B2 A#5>,"[0, 1]","[10, 11]",AlariodelRio_Sol_Sostenido.xml,40,1.500,AlariodelRio
235.5,<music21.chord.Chord G#2 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,40,1.750,AlariodelRio
236,<music21.chord.Chord A#2 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,40,2.000,AlariodelRio
236.5,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,40,2.250,AlariodelRio
237,<music21.chord.Chord D#3 A#5>,"[0, -7]","[10, 3]",AlariodelRio_Sol_Sostenido.xml,40,2.500,AlariodelRio
237.5,<music21.chord.Chord G#3 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,40,2.750,AlariodelRio
238,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,40,3.000,AlariodelRio
238.5,<music21.chord.Chord E3 A#5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,40,3.250,AlariodelRio
239,<music21.chord.Chord A#2 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,40,3.500,AlariodelRio
239.5,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,40,3.750,AlariodelRio
240,<music21.chord.Chord D#3 A#5>,"[0, -7]","[10, 3]",AlariodelRio_Sol_Sostenido.xml,41,1.000,AlariodelRio
240.5,<music21.chord.Chord G#3 A#5>,"[0, 2]","[8, 10]",AlariodelRio_Sol_Sostenido.xml,41,1.250,AlariodelRio
241,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,41,1.500,AlariodelRio
241.5,<music21.chord.Chord E3 A#5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,41,1.750,AlariodelRio
242,<music21.chord.Chord A#2 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,41,2.000,AlariodelRio
242.5,<music21.chord.Chord A#3 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,41,2.250,AlariodelRio
243,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,41,2.500,AlariodelRio
243.5,<music21.chord.Chord G#3 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,41,2.750,AlariodelRio
244,<music21.chord.Chord A#3 E5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,41,3.000,AlariodelRio
244.5,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,41,3.250,AlariodelRio
245,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,41,3.500,AlariodelRio
245.5,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,41,3.750,AlariodelRio
246,<music21.chord.Chord A#2 E5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,42,1.000,AlariodelRio
246.5,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,42,1.250,AlariodelRio
247,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,42,1.500,AlariodelRio
247.5,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,42,1.750,AlariodelRio
248,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,42,2.000,AlariodelRio
248.5,<music21.chord.Chord C#3 E5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,42,2.250,AlariodelRio
249,<music21.chord.Chord G#2 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,42,2.500,AlariodelRio
249.5,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,42,2.750,AlariodelRio
250,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,42,3.000,AlariodelRio
251,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,42,3.500,AlariodelRio
252,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,43,1.000,AlariodelRio
252.5,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,43,1.250,AlariodelRio
253,<music21.chord.Chord G#2 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,43,1.500,AlariodelRio
253.5,<music21.chord.Chord G#3 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,43,1.750,AlariodelRio
254,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,43,2.000,AlariodelRio
254.5,<music21.chord.Chord G#2 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,43,2.250,AlariodelRio
255,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,43,2.500,AlariodelRio
255.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,43,2.750,AlariodelRio
256,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,43,3.000,AlariodelRio
256.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,43,3.250,AlariodelRio
257,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,43,3.500,AlariodelRio
257.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,43,3.750,AlariodelRio
258,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,1.000,AlariodelRio
258.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,1.250,AlariodelRio
259,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,44,1.500,AlariodelRio
259.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,44,1.750,AlariodelRio
260,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,2.000,AlariodelRio
260.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,44,2.250,AlariodelRio
261,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,2.500,AlariodelRio
261.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,2.750,AlariodelRio
262,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,44,3.000,AlariodelRio
262.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,44,3.250,AlariodelRio
263,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,44,3.500,AlariodelRio
263.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,44,3.750,AlariodelRio
267,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,45,2.500,AlariodelRio
267.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,45,2.750,AlariodelRio
268,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,45,3.000,AlariodelRio
268.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,45,3.250,AlariodelRio
269,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,45,3.500,AlariodelRio
269.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,45,3.750,AlariodelRio
270,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,46,1.000,AlariodelRio
270.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,46,1.250,AlariodelRio
271,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,46,1.500,AlariodelRio
271.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,46,1.750,AlariodelRio
274,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,46,3.000,AlariodelRio
274.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,46,3.250,AlariodelRio
275,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,46,3.500,AlariodelRio
275.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,46,3.750,AlariodelRio
276,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,47,1.000,AlariodelRio
276.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,47,1.250,AlariodelRio
277,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,47,1.500,AlariodelRio
277.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,47,1.750,AlariodelRio
278,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,47,2.000,AlariodelRio
280.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,47,3.250,AlariodelRio
281,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,47,3.500,AlariodelRio
281.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,47,3.750,AlariodelRio
282,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,48,1.000,AlariodelRio
