Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,beatNumber,Composer
282.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,48,1.250,AlariodelRio
283,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,48,1.500,AlariodelRio
285.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,48,2.750,AlariodelRio
286,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,48,3.000,AlariodelRio
286.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,48,3.250,AlariodelRio
287,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,48,3.500,AlariodelRio
287.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,48,3.750,AlariodelRio
288,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,49,1.000,AlariodelRio
290.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,49,2.250,AlariodelRio
291,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,49,2.500,AlariodelRio
291.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,49,2.750,AlariodelRio
292,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,49,3.000,AlariodelRio
292.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,49,3.250,AlariodelRio
293,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,49,3.500,AlariodelRio
293.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,49,3.750,AlariodelRio
294,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,50,1.000,AlariodelRio
294.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,50,1.250,AlariodelRio
295,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,50,1.500,AlariodelRio
295.5,<music21.chord.Chord C#3 E5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,50,1.750,AlariodelRio
296,<music21.chord.Chord G#2 E5>,"[0, 4]","[4, 8]",AlariodelRio_Sol_Sostenido.xml,50,2.000,AlariodelRio
296.5,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,50,2.250,AlariodelRio
297,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,50,2.500,AlariodelRio
298,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,50,3.000,AlariodelRio
299,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,50,3.500,AlariodelRio
299.5,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,50,3.750,AlariodelRio
300,<music21.chord.Chord A#2 E5>,"[0, 6]","[4, 10]",AlariodelRio_Sol_Sostenido.xml,51,1.000,AlariodelRio
300.5,<music21.chord.Chord B2 E5>,"[0, -7]","[11, 4]",AlariodelRio_Sol_Sostenido.xml,51,1.250,AlariodelRio
301,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,51,1.500,AlariodelRio
301.5,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,51,1.750,AlariodelRio
302,<music21.chord.Chord F#3 E5>,"[0, 2]","[4, 6]",AlariodelRio_Sol_Sostenido.xml,51,2.000,AlariodelRio
302.5,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,2.250,AlariodelRio
303,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,2.500,AlariodelRio
303.5,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,2.750,AlariodelRio
304,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,3.000,AlariodelRio
305,<music21.chord.Chord E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,3.500,AlariodelRio
305.5,<music21.chord.Chord E3 E5>,[0],[4],AlariodelRio_Sol_Sostenido.xml,51,3.750,AlariodelRio
306,<music21.chord.Chord C#3 E5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,52,1.000,AlariodelRio
306.5,<music21.chord.Chord D#3 E5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,52,1.250,AlariodelRio
307,<music21.chord.Chord F#3 C#5>,"[0, 5]","[1, 6]",AlariodelRio_Sol_Sostenido.xml,52,1.500,AlariodelRio
307.5,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,52,1.750,AlariodelRio
308,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,52,2.000,AlariodelRio
308.5,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,52,2.250,AlariodelRio
309,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,52,2.500,AlariodelRio
310,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,52,3.000,AlariodelRio
310.5,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,52,3.250,AlariodelRio
311,<music21.chord.Chord C#3 C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,52,3.500,AlariodelRio
311.5,<music21.chord.Chord D#3 C#5>,"[0, 2]","[1, 3]",AlariodelRio_Sol_Sostenido.xml,52,3.750,AlariodelRio
312,<music21.chord.Chord F#3 C#5>,"[0, 5]","[1, 6]",AlariodelRio_Sol_Sostenido.xml,53,1.000,AlariodelRio
312.5,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,53,1.250,AlariodelRio
313,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,53,1.500,AlariodelRio
313.5,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,53,1.750,AlariodelRio
314,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,53,2.000,AlariodelRio
315,<music21.chord.Chord C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,53,2.500,AlariodelRio
315.5,<music21.chord.Chord E3 C#5>,"[0, 3]","[1, 4]",AlariodelRio_Sol_Sostenido.xml,53,2.750,AlariodelRio
316,<music21.chord.Chord C#3 C#5>,[0],[1],AlariodelRio_Sol_Sostenido.xml,53,3.000,AlariodelRio
316.5,<music21.chord.Chord D#3 C#5>,"[0, 2]","[1, 3]",AlariodelRio_Sol_Sostenido.xml,53,3.250,AlariodelRio
317,<music21.chord.Chord B2 D#5>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,53,3.500,AlariodelRio
317.5,<music21.chord.Chord F#3 D#5>,"[0, 3]","[3, 6]",AlariodelRio_Sol_Sostenido.xml,53,3.750,AlariodelRio
318,<music21.chord.Chord G#2 D#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,54,1.000,AlariodelRio
318.5,<music21.chord.Chord G#3 D#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,54,1.250,AlariodelRio
319,<music21.chord.Chord B2 D#5>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,54,1.500,AlariodelRio
319.5,<music21.chord.Chord G#2 D#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,54,1.750,AlariodelRio
320,<music21.chord.Chord B2 D#5>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,54,2.000,AlariodelRio
320.5,<music21.chord.Chord C#3 D#5>,"[0, 2]","[1, 3]",AlariodelRio_Sol_Sostenido.xml,54,2.250,AlariodelRio
321,<music21.chord.Chord G#2 D#5>,"[0, 5]","[3, 8]",AlariodelRio_Sol_Sostenido.xml,54,2.500,AlariodelRio
321.5,<music21.chord.Chord F#3 D#5>,"[0, 3]","[3, 6]",AlariodelRio_Sol_Sostenido.xml,54,2.750,AlariodelRio
322,<music21.chord.Chord D#5>,[0],[3],AlariodelRio_Sol_Sostenido.xml,54,3.000,AlariodelRio
323,<music21.chord.Chord D#5>,[0],[3],AlariodelRio_Sol_Sostenido.xml,54,3.500,AlariodelRio
324,<music21.chord.Chord E3 D#5>,"[0, 1]","[3, 4]",AlariodelRio_Sol_Sostenido.xml,55,1.000,AlariodelRio
324.5,<music21.chord.Chord F#3 D#5>,"[0, 3]","[3, 6]",AlariodelRio_Sol_Sostenido.xml,55,1.250,AlariodelRio
325,<music21.chord.Chord A#2 D#5>,"[0, -7]","[10, 3]",AlariodelRio_Sol_Sostenido.xml,55,1.500,AlariodelRio
325.5,<music21.chord.Chord B2 D#5>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,55,1.750,AlariodelRio
326,<music21.chord.Chord D#3 D#5>,[0],[3],AlariodelRio_Sol_Sostenido.xml,55,2.000,AlariodelRio
326.5,<music21.chord.Chord D#3 D#5>,[0],[3],AlariodelRio_Sol_Sostenido.xml,55,2.250,AlariodelRio
327,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,55,2.500,AlariodelRio
327.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,55,2.750,AlariodelRio
328,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,55,3.000,AlariodelRio
330.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,56,1.250,AlariodelRio
331,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,56,1.500,AlariodelRio
331.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,56,1.750,AlariodelRio
332,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,56,2.000,AlariodelRio
332.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,56,2.250,AlariodelRio
333,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,56,2.500,AlariodelRio
335.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,56,3.750,AlariodelRio
336,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,57,1.000,AlariodelRio
336.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,57,1.250,AlariodelRio
337,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,57,1.500,AlariodelRio
337.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,57,1.750,AlariodelRio
338,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,57,2.000,AlariodelRio
340.5,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,57,3.250,AlariodelRio
341,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,57,3.500,AlariodelRio
341.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,57,3.750,AlariodelRio
342,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,58,1.000,AlariodelRio
342.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,58,1.250,AlariodelRio
343,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,58,1.500,AlariodelRio
343.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,58,1.750,AlariodelRio
344,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,58,2.000,AlariodelRio
344.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,58,2.250,AlariodelRio
345,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,58,2.500,AlariodelRio
345.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,58,2.750,AlariodelRio
346,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,58,3.000,AlariodelRio
346.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,58,3.250,AlariodelRio
347,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,58,3.500,AlariodelRio
347.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,58,3.750,AlariodelRio
348,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,59,1.000,AlariodelRio
348.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,59,1.250,AlariodelRio
349,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,59,1.500,AlariodelRio
349.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,59,1.750,AlariodelRio
352,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,59,3.000,AlariodelRio
352.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,59,3.250,AlariodelRio
353,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,59,3.500,AlariodelRio
353.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,59,3.750,AlariodelRio
356,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,60,2.000,AlariodelRio
356.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,60,2.250,AlariodelRio
357,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,60,2.500,AlariodelRio
357.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,60,2.750,AlariodelRio
360,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,61,1.000,AlariodelRio
360.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,61,1.250,AlariodelRio
361,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,61,1.500,AlariodelRio
361.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,61,1.750,AlariodelRio
364,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,61,3.000,AlariodelRio
364.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,61,3.250,AlariodelRio
365,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,61,3.500,AlariodelRio
365.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,61,3.750,AlariodelRio
366,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,62,1.000,AlariodelRio
366.5,<music21.chord.Chord D#3>,[0],[3],AlariodelRio_Sol_Sostenido.xml,62,1.250,AlariodelRio
367,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,62,1.500,AlariodelRio
367.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,62,1.750,AlariodelRio
368,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,62,2.000,AlariodelRio
368.5,<music21.chord.Chord G#3>,[0],[8],AlariodelRio_Sol_Sostenido.xml,62,2.250,AlariodelRio
369,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,62,2.500,AlariodelRio
369.5,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,62,2.750,AlariodelRio
370,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,62,3.000,AlariodelRio
370.5,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,62,3.250,AlariodelRio
371,<music21.chord.Chord G#2>,[0],[8],AlariodelRio_Sol_Sostenido.xml,62,3.500,AlariodelRio
371.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,62,3.750,AlariodelRio
374,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,63,2.000,AlariodelRio
374.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,63,2.250,AlariodelRio
375,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,63,2.500,AlariodelRio
375.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,63,2.750,AlariodelRio
378,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,64,1.000,AlariodelRio
378.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,64,1.250,AlariodelRio
379,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,64,1.500,AlariodelRio
379.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,64,1.750,AlariodelRio
382,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,64,3.000,AlariodelRio
382.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,64,3.250,AlariodelRio
383,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,64,3.500,AlariodelRio
383.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,64,3.750,AlariodelRio
386,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,65,2.000,AlariodelRio
386.5,<music21.chord.Chord F#3>,[0],[6],AlariodelRio_Sol_Sostenido.xml,65,2.250,AlariodelRio
387,<music21.chord.Chord A#2>,[0],[10],AlariodelRio_Sol_Sostenido.xml,65,2.500,AlariodelRio
387.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,65,2.750,AlariodelRio
388,<music21.chord.Chord D#3 B4>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,65,3.000,AlariodelRio
388.5,<music21.chord.Chord D#3 B4>,"[0, -8]","[11, 3]",AlariodelRio_Sol_Sostenido.xml,65,3.250,AlariodelRio
389,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,65,3.500,AlariodelRio
389.5,<music21.chord.Chord F#3 B4>,"[0, 5]","[6, 11]",AlariodelRio_Sol_Sostenido.xml,65,3.750,AlariodelRio
390,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,66,1.000,AlariodelRio
390.5,<music21.chord.Chord G#3 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,66,1.250,AlariodelRio
391,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,66,1.500,AlariodelRio
391.5,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,66,1.750,AlariodelRio
392,<music21.chord.Chord B2 B4>,[0],[11],AlariodelRio_Sol_Sostenido.xml,66,2.000,AlariodelRio
392.5,<music21.chord.Chord C#3 B4>,"[0, -10]","[11, 1]",AlariodelRio_Sol_Sostenido.xml,66,2.250,AlariodelRio
393,<music21.chord.Chord G#2 B4>,"[0, 3]","[8, 11]",AlariodelRio_Sol_Sostenido.xml,66,2.500,AlariodelRio
393.5,<music21.chord.Chord F#3 B4>,"[0, 5]","[6, 11]",AlariodelRio_Sol_Sostenido.xml,66,2.750,AlariodelRio
396,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,67,1.000,AlariodelRio
396.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,67,1.250,AlariodelRio
397,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,67,1.500,AlariodelRio
397.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,67,1.750,AlariodelRio
400,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,67,3.000,AlariodelRio
400.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,67,3.250,AlariodelRio
401,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,67,3.500,AlariodelRio
401.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,67,3.750,AlariodelRio
404,<music21.chord.Chord E3>,[0],[4],AlariodelRio_Sol_Sostenido.xml,68,2.000,AlariodelRio
404.5,<music21.chord.Chord A#3>,[0],[10],AlariodelRio_Sol_Sostenido.xml,68,2.250,AlariodelRio
405,<music21.chord.Chord C#3>,[0],[1],AlariodelRio_Sol_Sostenido.xml,68,2.500,AlariodelRio
405.5,<music21.chord.Chord B2>,[0],[11],AlariodelRio_Sol_Sostenido.xml,68,2.750,AlariodelRio
408,<music21.chord.Chord A#2 F#3 B4 A#5>,"[0, 4, 5]","[6, 10, 11]",AlariodelRio_Sol_Sostenido.xml,69,1.000,AlariodelRio
410,<music21.chord.Chord A#2 C#3 B4 C#5>,"[0, 1, -9]","[10, 11, 1]",AlariodelRio_Sol_Sostenido.xml,69,2.000,AlariodelRio
412,<music21.chord.Chord A#2 A#3 A#4 A#5>,[0],[10],AlariodelRio_Sol_Sostenido.xml,69,3.000,AlariodelRio
