measureNumber,beatNumber,Offset,Chord,NormalForm,PCsInNormalForm,File,Composer
11,3,32,<music21.chord.Chord C#2 G#2 E3 E4 A4>,"[0, 1, 5, 8]","[8, 9, 1, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
11,3 1/2,32.5,<music21.chord.Chord C#2 G#2 E3 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
12,1,33,<music21.chord.Chord G#1 D#4>,"[0, 5]","[3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
12,2,34,<music21.chord.Chord G#1 G#2 E3 C#4 E4 F#4>,"[0, 3, 5, 7]","[1, 4, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
12,3 1/2,35.5,<music21.chord.Chord G#1 G#2 E3 C#4>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
13,1,36,<music21.chord.Chord D#2 G#4>,"[0, 5]","[3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
13,2,37,<music21.chord.Chord D#2 G#2 F#3 C#4 F#4 G#4>,"[0, 2, 5, 7]","[1, 3, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
13,3,38,<music21.chord.Chord D#2 G#2 F#3 C#4 F#4 G#4>,"[0, 2, 5, 7]","[1, 3, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
14,1,39,<music21.chord.Chord G#1 C4 G#4>,"[0, 4]","[8, 0]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
14,2,40,<music21.chord.Chord G#1 G#2 F#3 C4>,"[0, 2, 6]","[6, 8, 0]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
14,3,41,<music21.chord.Chord G#1 G#2 F#3 G#4>,"[0, 2]","[6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
15,1,42,<music21.chord.Chord C#2 G#4>,"[0, 5]","[8, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
15,2,43,<music21.chord.Chord C#2 G#3 B3 F4 A4>,"[0, 3, 4, 6, 8]","[5, 8, 9, 11, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
15,3,44,<music21.chord.Chord C#2 C#3 B3 F4 B4>,"[0, 2, 6]","[11, 1, 5]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
16,1,45,<music21.chord.Chord C#3 B3 F4 A-4 D5>,"[0, 3, 6, 8, 9]","[5, 8, 11, 1, 2]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
16,2,46,<music21.chord.Chord C#3 C#4 F4 A-4 C#5>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
16,3,47,<music21.chord.Chord C#3 D4 F4 A-4 B4>,"[0, 3, 6, 8, 9]","[5, 8, 11, 1, 2]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
17,1,48,<music21.chord.Chord F#2 A3 C#4 F#4 B4>,"[0, 3, 5, 7]","[6, 9, 11, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
17,2,49,<music21.chord.Chord G#2 A3 C#4 F#4 A4>,"[0, 2, 3, 7]","[6, 8, 9, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
17,3,50,<music21.chord.Chord A2 A3 C#4 F#4 G#4>,"[0, 2, 3, 7]","[6, 8, 9, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
18,1,51,<music21.chord.Chord A2 B3 C#4 G#4>,"[0, 1, 3, 5]","[8, 9, 11, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
18,2,52,<music21.chord.Chord B2 A3 C#4 F#4>,"[0, 3, 5, 7]","[6, 9, 11, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
18,3,53,<music21.chord.Chord C#3 G#3 C#4 E4>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
19,1,54,<music21.chord.Chord D#2 C#3 G3 B-3 E4>,"[0, 3, 6, 8, 9]","[7, 10, 1, 3, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
19,2,55,<music21.chord.Chord D#2 C#3 G3 B-3 E4>,"[0, 3, 6, 8, 9]","[7, 10, 1, 3, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
19,3,56,<music21.chord.Chord D#2 D#3 G3 C#4 D#4>,"[0, 2, 6]","[1, 3, 7]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
20,1,57,<music21.chord.Chord D#2 D#3 G3 B-3 E4>,"[0, 1, 4, 7]","[3, 4, 7, 10]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
20,2,58,<music21.chord.Chord D#2 D#3 G3 B-3 E4>,"[0, 1, 4, 7]","[3, 4, 7, 10]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
20,3,59,<music21.chord.Chord D#3 G3 C#4 D#4>,"[0, 2, 6]","[1, 3, 7]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
21,1,60,<music21.chord.Chord G#2 F#3 C#4 D#4 G#4>,"[0, 2, 5, 7]","[1, 3, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
21,2,61,<music21.chord.Chord G#2 F#3 C#4 D#4 G#4>,"[0, 2, 5, 7]","[1, 3, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
21,3,62,<music21.chord.Chord G#2 F#3 C#4 D#4 G#4>,"[0, 2, 5, 7]","[1, 3, 6, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
22,1,63,<music21.chord.Chord G#3 B#3 D#4 G#4>,"[0, 4, 7]","[8, 0, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
22,3,65,<music21.chord.Chord G#3 B#3 D#4 G#4>,"[0, 4, 7]","[8, 0, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
23,1,66,<music21.chord.Chord C#2 C#3 E4 E5>,"[0, 3]","[1, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
23,2,67,<music21.chord.Chord C#2 C#3 G#3 C#4 E4 E5>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
23,3,68,<music21.chord.Chord C#2 C#3 G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
24,1,69,<music21.chord.Chord F#2 A4>,"[0, 3]","[6, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
24,2,70,<music21.chord.Chord F#2 F#3 C#4 E4 B4>,"[0, 2, 5, 7]","[11, 1, 4, 6]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
24,3 1/2,71.5,<music21.chord.Chord F#2 F#3 C#4 E4 C#5>,"[0, 3, 5]","[1, 4, 6]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
25,1,72,<music21.chord.Chord B1 D#5>,"[0, 4]","[11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
25,2,73,<music21.chord.Chord B1 B2 D#4 G#4 B4 D#5>,"[0, 3, 7]","[8, 11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
25,3,74,<music21.chord.Chord B1 A3 D#4 G#4 B4 D#5>,"[0, 1, 3, 7]","[8, 9, 11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
26,1,75,<music21.chord.Chord B1 B3 D#5>,"[0, 4]","[11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
26,1 1/2,75.5,<music21.chord.Chord B1 B3>,[0],[11],Poulenc_Les_chemins_de_lamour.mxl,Poulenc
26,2,76,<music21.chord.Chord B1 B3 G#4 A4 B4>,"[0, 1, 3]","[8, 9, 11]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
26,3 1/2,77.5,<music21.chord.Chord B1 B3 G#4>,"[0, 3]","[8, 11]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
27,1,78,<music21.chord.Chord C#2 E4 E5>,"[0, 3]","[1, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
27,2,79,<music21.chord.Chord C#2 G#3 C#4 E4 E5>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
27,3,80,<music21.chord.Chord C#2 G#3 C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
28,1,81,<music21.chord.Chord F#2 A3 C#4 E4 A4>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
28,2,82,<music21.chord.Chord F#2 G#3 A3 C#4 E4 G#4>,"[0, 3, 5, 7, 8]","[1, 4, 6, 8, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
28,2 1/2,82.5,<music21.chord.Chord F#2 G#3 A3 C#4 E4 A4>,"[0, 3, 5, 7, 8]","[1, 4, 6, 8, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
28,3,83,<music21.chord.Chord F#2 G#3 A3 C#4 E4 B4>,"[0, 2, 4, 5, 7, 9]","[4, 6, 8, 9, 11, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
28,3 1/2,83.5,<music21.chord.Chord F#2 G#3 A3 C#4 E4 C#5>,"[0, 3, 5, 7, 8]","[1, 4, 6, 8, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
29,1,84,<music21.chord.Chord B1 D#5>,"[0, 4]","[11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
29,2,85,<music21.chord.Chord B1 F#3 D#5>,"[0, 4, 7]","[11, 3, 6]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
29,3,86,<music21.chord.Chord B1 A3 D#5>,"[0, 2, 6]","[9, 11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
30,1,87,<music21.chord.Chord B1 B3 D#5>,"[0, 4]","[11, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
30,2,88,<music21.chord.Chord B1 B3>,[0],[11],Poulenc_Les_chemins_de_lamour.mxl,Poulenc
30,3,89,<music21.chord.Chord B1 B3 G#4>,"[0, 3]","[8, 11]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
31,1,90,<music21.chord.Chord A1 A2 C#5>,"[0, 4]","[9, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
31,2,91,<music21.chord.Chord A1 A2 D#3 C#4 E4 C#5>,"[0, 4, 6, 7]","[9, 1, 3, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
31,3,92,<music21.chord.Chord A1 A2 E3 C#4 E4 B4>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
32,1,93,<music21.chord.Chord A1 A2 F#3 A4>,"[0, 3]","[6, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
32,2,94,<music21.chord.Chord A1 A2 G#3 G#4>,"[0, 1]","[8, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
32,3,95,<music21.chord.Chord A1 A2 A3 F#4>,"[0, 3]","[6, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
33,1,96,<music21.chord.Chord D#2 G3 B-3 E4>,"[0, 1, 4, 7]","[3, 4, 7, 10]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
33,2,97,<music21.chord.Chord D#2 G3 B-3 E4>,"[0, 1, 4, 7]","[3, 4, 7, 10]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
33,3,98,<music21.chord.Chord D#2 A#2 G3 C#4 D#4>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
34,1,99,<music21.chord.Chord D#2 D#3 G3 A3 E4>,"[0, 1, 4, 6]","[3, 4, 7, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
34,2,100,<music21.chord.Chord D#2 D#3 G3 A3 E4>,"[0, 1, 4, 6]","[3, 4, 7, 9]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
34,3,101,<music21.chord.Chord D#2 A#2 G3 C#4 D#4>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
35,1,102,<music21.chord.Chord G#1 G#2 C#4 G#4>,"[0, 5]","[8, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
35,2,103,<music21.chord.Chord G#1 G#2 C#3 F#3 A#3 C#4 G#4>,"[0, 2, 4, 7]","[6, 8, 10, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
35,3,104,<music21.chord.Chord G#1 G#2 F#3 A#3 C#4 G#4>,"[0, 2, 4, 7]","[6, 8, 10, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
36,1,105,<music21.chord.Chord A#3 C#4 F#4 G#4>,"[0, 2, 4, 7]","[6, 8, 10, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
36,2,106,<music21.chord.Chord C#4 F#4 A#4>,"[0, 4, 7]","[6, 10, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
36,3,107,<music21.chord.Chord C4 F#4 G#4>,"[0, 2, 6]","[6, 8, 0]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
37,1,108,<music21.chord.Chord D-2 A-2 F5>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
37,2,109,<music21.chord.Chord D-2 A-2 A-3 D-4 F5>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
37,3,110,<music21.chord.Chord D-2 A-2 A-3 D-4 F4 A-4>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
38,1,111,<music21.chord.Chord A-1 E-5>,"[0, 5]","[3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
38,2,112,<music21.chord.Chord A-1 A-3 D-4 E-5>,"[0, 2, 7]","[1, 3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
38,3,113,<music21.chord.Chord A-1 A-3 D-4 F4 A-4>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
39,1,114,<music21.chord.Chord A-2 E-5>,"[0, 5]","[3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
39,2,115,<music21.chord.Chord A-2 A-3 D-4 F4 A-4 E-5>,"[0, 2, 4, 7]","[1, 3, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
39,3,116,<music21.chord.Chord A-2 A-3 D-4 F4 A-4 E-5>,"[0, 2, 4, 7]","[1, 3, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
40,1,117,<music21.chord.Chord A-2 E-5>,"[0, 5]","[3, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
40,2,118,<music21.chord.Chord A-2 A-3 D-4>,"[0, 5]","[8, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
40,3,119,<music21.chord.Chord A-2 A-3 D-4 A-4>,"[0, 5]","[8, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
41,1,120,<music21.chord.Chord F2 D-5>,"[0, 4]","[1, 5]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
41,2,121,<music21.chord.Chord F2 D-3 A-3 D-5>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
41,3,122,<music21.chord.Chord F2 D-3 A-3 F4 A-4>,"[0, 4, 7]","[1, 5, 8]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
42,1,123,<music21.chord.Chord E2 E4 G4 D-5>,"[0, 3, 6]","[1, 4, 7]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
42,2,124,<music21.chord.Chord E2 D-3 G3 E4 G4 D-5>,"[0, 3, 6]","[1, 4, 7]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
42,3,125,<music21.chord.Chord E2 D-3 G3 E4 G4 C5>,"[0, 1, 4, 7]","[0, 1, 4, 7]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
43,1,126,<music21.chord.Chord A-2 D-4 G-4 A-4>,"[0, 2, 7]","[6, 8, 1]",Poulenc_Les_chemins_de_lamour.mxl,Poulenc
