Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,Measure Count
0,<music21.chord.Chord F#5 F#6>,[0],[6],Pianoflage in C major.mid,Bargy,0,2
0.25,<music21.chord.Chord G5 G6>,[0],[7],Pianoflage in C major.mid,Bargy,0,2.25
1,<music21.chord.Chord G#5 G#6>,[0],[8],Pianoflage in C major.mid,Bargy,1,1
1.25,<music21.chord.Chord A5 C6 E6 A6 E4 G4 C5>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,1,1.25
1.75,<music21.chord.Chord A5 C6 E6 A6 E4 G4 C5>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,1,1.75
2.75,<music21.chord.Chord A5 C6 E6 A6 E4 G4 C5>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,1,2.75
3.75,<music21.chord.Chord E4 G4 C5>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,2,1.75
4,<music21.chord.Chord B6 B5 E4 G4 C5>,"[0, 1, 5, 8]","[11, 0, 4, 7]",Pianoflage in C major.mid,Bargy,2,2
4.083333333,<music21.chord.Chord B6 B5>,[0],[11],Pianoflage in C major.mid,Bargy,2,2.083333333
4.25,<music21.chord.Chord A5 A6 E-4 F#4 C5>,"[0, 3, 6, 9]","[0, 3, 6, 9]",Pianoflage in C major.mid,Bargy,2,2.25
5.25,<music21.chord.Chord G5 G6 D4 F4 B4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,3,1.25
5.625,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,3,1.625
5.75,<music21.chord.Chord C#6 B-5 D4 F4 B4>,"[0, 1, 3, 4, 7]","[10, 11, 1, 2, 5]",Pianoflage in C major.mid,Bargy,3,1.75
6.125,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,3,2.125
6.25,<music21.chord.Chord D6 B5 D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,3,2.25
6.625,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,3,2.625
6.75,<music21.chord.Chord G6 G5 D4 F4 B4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,3,2.75
7.125,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,4,1.125
7.25,<music21.chord.Chord C#6 B-5 D4 F4 B4>,"[0, 1, 3, 4, 7]","[10, 11, 1, 2, 5]",Pianoflage in C major.mid,Bargy,4,1.25
7.625,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,4,1.625
7.75,<music21.chord.Chord B5 D6 D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,4,1.75
8.125,<music21.chord.Chord D4 F4 B4>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,4,2.125
8.25,<music21.chord.Chord G6 G5 D4 F4 B4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,4,2.25
8.5,<music21.chord.Chord G6 G5>,[0],[7],Pianoflage in C major.mid,Bargy,4,2.5
9.25,<music21.chord.Chord A4 C5 E5 A5 E3 G3 C4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,5,1.25
9.75,<music21.chord.Chord A4 C5 E5 A5 E3 G3 C4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,5,1.75
10.75,<music21.chord.Chord A4 C5 E5 A5 E3 G3 C4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,5,2.75
11.75,<music21.chord.Chord E3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,6,1.75
12,<music21.chord.Chord B5 B4 E3 G3 C4>,"[0, 1, 5, 8]","[11, 0, 4, 7]",Pianoflage in C major.mid,Bargy,6,2
12.08333333,<music21.chord.Chord B5 B4>,[0],[11],Pianoflage in C major.mid,Bargy,6,2.083333333
12.25,<music21.chord.Chord A4 A5 E-3 F#3 C4>,"[0, 3, 6, 9]","[0, 3, 6, 9]",Pianoflage in C major.mid,Bargy,6,2.25
13.25,<music21.chord.Chord G4 G5 D3 F3 B3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,7,1.25
13.625,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,7,1.625
13.75,<music21.chord.Chord F#5 F#4 D3 F3 B3>,"[0, 3, 6, 7]","[11, 2, 5, 6]",Pianoflage in C major.mid,Bargy,7,1.75
14.125,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,7,2.125
14.25,<music21.chord.Chord G5 G4 D3 F3 B3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,7,2.25
14.625,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,7,2.625
14.75,<music21.chord.Chord A5 A4 D3 F3 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",Pianoflage in C major.mid,Bargy,7,2.75
15.125,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,8,1.125
15.25,<music21.chord.Chord B-5 B-4 D3 F3 B3>,"[0, 1, 4, 7]","[10, 11, 2, 5]",Pianoflage in C major.mid,Bargy,8,1.25
15.625,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,8,1.625
15.75,<music21.chord.Chord B4 B5 D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,8,1.75
16.125,<music21.chord.Chord D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,8,2.125
16.25,<music21.chord.Chord C6 C5 D3 F3 B3>,"[0, 1, 3, 6]","[11, 0, 2, 5]",Pianoflage in C major.mid,Bargy,8,2.25
16.5,<music21.chord.Chord C6 C5>,[0],[0],Pianoflage in C major.mid,Bargy,8,2.5
16.75,<music21.chord.Chord C#6 C#5>,[0],[1],Pianoflage in C major.mid,Bargy,8,2.75
17.25,<music21.chord.Chord D5 B5 D6 D3>,"[0, 3]","[11, 2]",Pianoflage in C major.mid,Bargy,9,1.25
17.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,9,1.625
18,<music21.chord.Chord B4>,[0],[11],Pianoflage in C major.mid,Bargy,9,2
18.25,<music21.chord.Chord G5 B5 F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,9,2.25
18.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,9,2.625
19,<music21.chord.Chord F#5>,[0],[6],Pianoflage in C major.mid,Bargy,10,1
19.25,<music21.chord.Chord G5 B5 G2>,"[0, 4]","[7, 11]",Pianoflage in C major.mid,Bargy,10,1.25
19.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,10,1.625
20,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,10,2
20.25,<music21.chord.Chord F5 A5 F3 G3 B3>,"[0, 2, 4, 6]","[5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,10,2.25
20.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,10,2.625
21,<music21.chord.Chord E5>,[0],[4],Pianoflage in C major.mid,Bargy,11,1
21.25,<music21.chord.Chord F5 A5 D3>,"[0, 3, 7]","[2, 5, 9]",Pianoflage in C major.mid,Bargy,11,1.25
21.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,11,1.625
22,<music21.chord.Chord G4>,[0],[7],Pianoflage in C major.mid,Bargy,11,2
22.25,<music21.chord.Chord D5 G5 F3 G3 B3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,11,2.25
22.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,11,2.625
23,<music21.chord.Chord F#5>,[0],[6],Pianoflage in C major.mid,Bargy,12,1
23.25,<music21.chord.Chord D5 G5 G2>,"[0, 5]","[2, 7]",Pianoflage in C major.mid,Bargy,12,1.25
23.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,12,1.625
24,<music21.chord.Chord B4 E-5 A5>,"[0, 2, 6]","[9, 11, 3]",Pianoflage in C major.mid,Bargy,12,2
24.25,<music21.chord.Chord F3 G3 B3 B4 E-5 A5>,"[0, 2, 4, 6, 8]","[3, 5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,12,2.25
24.66666667,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,12,2.666666667
25,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,13,1
25.25,<music21.chord.Chord C5 E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",Pianoflage in C major.mid,Bargy,13,1.25
26.25,<music21.chord.Chord C5 E5 A5 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,13,2.25
26.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,13,2.625
27,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,14,1
27.25,<music21.chord.Chord C5 E5 A5 G2>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,14,1.25
27.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,14,1.625
28,<music21.chord.Chord C5 E5 C6>,"[0, 4]","[0, 4]",Pianoflage in C major.mid,Bargy,14,2
28.25,<music21.chord.Chord G3 C4 E4 C5 E5 C6>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,14,2.25
28.66666667,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,14,2.666666667
29,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,15,1
29.25,<music21.chord.Chord C3 E5 G5 A5>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,15,1.25
29.625,<music21.chord.Chord C3>,[0],[0],Pianoflage in C major.mid,Bargy,15,1.625
29.75,<music21.chord.Chord C5 C3>,[0],[0],Pianoflage in C major.mid,Bargy,15,1.75
30.125,<music21.chord.Chord C3>,[0],[0],Pianoflage in C major.mid,Bargy,15,2.125
30.25,<music21.chord.Chord A4 C3>,"[0, 3]","[9, 0]",Pianoflage in C major.mid,Bargy,15,2.25
30.5,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,15,2.5
30.75,<music21.chord.Chord E5 G5 A5 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,15,2.75
31.125,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,16,1.125
31.25,<music21.chord.Chord C5 G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,16,1.25
31.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,16,1.625
31.75,<music21.chord.Chord A4 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,16,1.75
32.08333333,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,16,2.083333333
32.25,<music21.chord.Chord C5 E5 A5 E2 E3>,"[0, 3, 7]","[9, 0, 4]",Pianoflage in C major.mid,Bargy,16,2.25
32.625,<music21.chord.Chord E2 E3>,[0],[4],Pianoflage in C major.mid,Bargy,16,2.625
33,<music21.chord.Chord G#5>,[0],[8],Pianoflage in C major.mid,Bargy,17,1
33.25,<music21.chord.Chord B4 F5 A5 D2 D3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",Pianoflage in C major.mid,Bargy,17,1.25
34.25,<music21.chord.Chord B4 F5 A5 F3 G3 B3>,"[0, 2, 4, 6]","[5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,17,2.25
34.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,17,2.625
35,<music21.chord.Chord E5>,[0],[4],Pianoflage in C major.mid,Bargy,18,1
35.25,<music21.chord.Chord B4 F5 A5 G2>,"[0, 2, 4, 6]","[5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,18,1.25
35.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,18,1.625
36,<music21.chord.Chord D5 B5 D6>,"[0, 3]","[11, 2]",Pianoflage in C major.mid,Bargy,18,2
36.25,<music21.chord.Chord F3 G3 B3 D5 B5 D6>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,18,2.25
36.66666667,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,18,2.666666667
37,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",Pianoflage in C major.mid,Bargy,19,1
37.25,<music21.chord.Chord D3 E5 F5 A5>,"[0, 2, 3, 7]","[2, 4, 5, 9]",Pianoflage in C major.mid,Bargy,19,1.25
37.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,19,1.625
37.75,<music21.chord.Chord D5 D3>,[0],[2],Pianoflage in C major.mid,Bargy,19,1.75
38.125,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,19,2.125
38.25,<music21.chord.Chord A4 D3>,"[0, 5]","[9, 2]",Pianoflage in C major.mid,Bargy,19,2.25
38.5,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,19,2.5
38.75,<music21.chord.Chord E5 F5 A5 G3 B3 F4>,"[0, 1, 3, 5, 7]","[4, 5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,19,2.75
39.125,<music21.chord.Chord G3 B3 F4>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,20,1.125
39.25,<music21.chord.Chord D5 G3 B3 F4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,20,1.25
39.625,<music21.chord.Chord G3 B3 F4>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,20,1.625
39.75,<music21.chord.Chord A4 G3 B3 F4>,"[0, 2, 4, 6]","[5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,20,1.75
40.08333333,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,20,2.083333333
40.25,<music21.chord.Chord E-5 A5 G3 B3 F4>,"[0, 2, 4, 6, 8]","[3, 5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,20,2.25
41.25,<music21.chord.Chord C5 E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",Pianoflage in C major.mid,Bargy,21,1.25
41.625,<music21.chord.Chord C3>,[0],[0],Pianoflage in C major.mid,Bargy,21,1.625
42,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,21,2
42.25,<music21.chord.Chord C5 E5 A5 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,21,2.25
42.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,21,2.625
43,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,22,1
43.25,<music21.chord.Chord C5 E5 A5 G2>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,22,1.25
43.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,22,1.625
44,<music21.chord.Chord C5 E5 C6>,"[0, 4]","[0, 4]",Pianoflage in C major.mid,Bargy,22,2
44.25,<music21.chord.Chord G3 C4 E4 C5 E5 C6>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,22,2.25
44.66666667,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,22,2.666666667
45,<music21.chord.Chord E-5>,[0],[3],Pianoflage in C major.mid,Bargy,23,1
45.25,<music21.chord.Chord F#4 C5 E5 D3>,"[0, 2, 4, 6]","[0, 2, 4, 6]",Pianoflage in C major.mid,Bargy,23,1.25
45.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,23,1.625
46,<music21.chord.Chord E-5>,[0],[3],Pianoflage in C major.mid,Bargy,23,2
46.25,<music21.chord.Chord F#4 C5 E5 F#3 A3 C4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Pianoflage in C major.mid,Bargy,23,2.25
46.625,<music21.chord.Chord F#3 A3 C4>,"[0, 3, 6]","[6, 9, 0]",Pianoflage in C major.mid,Bargy,23,2.625
47,<music21.chord.Chord F4 B4 D5>,"[0, 3, 6]","[11, 2, 5]",Pianoflage in C major.mid,Bargy,24,1
47.25,<music21.chord.Chord G2 F4 B4 D5>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,24,1.25
47.66666667,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,24,1.666666667
48,<music21.chord.Chord B5 B4>,[0],[11],Pianoflage in C major.mid,Bargy,24,2
48.25,<music21.chord.Chord C5 C6 F3 G3 B3>,"[0, 2, 6, 7]","[5, 7, 11, 0]",Pianoflage in C major.mid,Bargy,24,2.25
48.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,24,2.625
49,<music21.chord.Chord C#6 C#5>,[0],[1],Pianoflage in C major.mid,Bargy,25,1
49.25,<music21.chord.Chord D5 B5 D6 D3>,"[0, 3]","[11, 2]",Pianoflage in C major.mid,Bargy,25,1.25
49.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,25,1.625
50,<music21.chord.Chord B4>,[0],[11],Pianoflage in C major.mid,Bargy,25,2
50.25,<music21.chord.Chord G5 B5 F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,25,2.25
50.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,25,2.625
51,<music21.chord.Chord F#5>,[0],[6],Pianoflage in C major.mid,Bargy,26,1
51.25,<music21.chord.Chord G5 B5 G2>,"[0, 4]","[7, 11]",Pianoflage in C major.mid,Bargy,26,1.25
51.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,26,1.625
52,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,26,2
52.25,<music21.chord.Chord F5 A5 F3 G3 B3>,"[0, 2, 4, 6]","[5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,26,2.25
52.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,26,2.625
53,<music21.chord.Chord E5>,[0],[4],Pianoflage in C major.mid,Bargy,27,1
53.25,<music21.chord.Chord F5 A5 D3>,"[0, 3, 7]","[2, 5, 9]",Pianoflage in C major.mid,Bargy,27,1.25
53.625,<music21.chord.Chord D3>,[0],[2],Pianoflage in C major.mid,Bargy,27,1.625
54,<music21.chord.Chord G4>,[0],[7],Pianoflage in C major.mid,Bargy,27,2
54.25,<music21.chord.Chord D5 G5 F3 G3 B3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Pianoflage in C major.mid,Bargy,27,2.25
54.625,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,27,2.625
55,<music21.chord.Chord F#5>,[0],[6],Pianoflage in C major.mid,Bargy,28,1
55.25,<music21.chord.Chord D5 G5 G2>,"[0, 5]","[2, 7]",Pianoflage in C major.mid,Bargy,28,1.25
55.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,28,1.625
56,<music21.chord.Chord B4 E-5 A5>,"[0, 2, 6]","[9, 11, 3]",Pianoflage in C major.mid,Bargy,28,2
56.25,<music21.chord.Chord F3 G3 B3 B4 E-5 A5>,"[0, 2, 4, 6, 8]","[3, 5, 7, 9, 11]",Pianoflage in C major.mid,Bargy,28,2.25
56.66666667,<music21.chord.Chord F3 G3 B3>,"[0, 2, 6]","[5, 7, 11]",Pianoflage in C major.mid,Bargy,28,2.666666667
57,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,29,1
57.25,<music21.chord.Chord C5 E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",Pianoflage in C major.mid,Bargy,29,1.25
58.25,<music21.chord.Chord C5 E5 A5 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,29,2.25
58.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,29,2.625
59,<music21.chord.Chord G5>,[0],[7],Pianoflage in C major.mid,Bargy,30,1
59.25,<music21.chord.Chord C5 E5 A5 G2>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,30,1.25
59.625,<music21.chord.Chord G2>,[0],[7],Pianoflage in C major.mid,Bargy,30,1.625
60,<music21.chord.Chord C5 E5 C6>,"[0, 4]","[0, 4]",Pianoflage in C major.mid,Bargy,30,2
60.25,<music21.chord.Chord G3 C4 E4 C5 E5 C6>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,30,2.25
60.66666667,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,30,2.666666667
61,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,31,1
61.25,<music21.chord.Chord E5 G5 A5 C3>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,31,1.25
61.625,<music21.chord.Chord C3>,[0],[0],Pianoflage in C major.mid,Bargy,31,1.625
61.75,<music21.chord.Chord C5 C3>,[0],[0],Pianoflage in C major.mid,Bargy,31,1.75
62.125,<music21.chord.Chord C3>,[0],[0],Pianoflage in C major.mid,Bargy,31,2.125
62.25,<music21.chord.Chord A4 C3>,"[0, 3]","[9, 0]",Pianoflage in C major.mid,Bargy,31,2.25
62.5,<music21.chord.Chord A4>,[0],[9],Pianoflage in C major.mid,Bargy,31,2.5
62.75,<music21.chord.Chord G3 C4 E4 E5 G5 A5>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,31,2.75
63.125,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,32,1.125
63.25,<music21.chord.Chord C5 G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,32,1.25
63.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,32,1.625
64,<music21.chord.Chord G#5 G#4 G3 C4 E4>,"[0, 4, 7, 8]","[0, 4, 7, 8]",Pianoflage in C major.mid,Bargy,32,2
64.08333333,<music21.chord.Chord G#5 G#4>,[0],[8],Pianoflage in C major.mid,Bargy,32,2.083333333
64.25,<music21.chord.Chord A4 A5 G3 C4 E4>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Pianoflage in C major.mid,Bargy,32,2.25
64.625,<music21.chord.Chord G3 C4 E4>,"[0, 4, 7]","[0, 4, 7]",Pianoflage in C major.mid,Bargy,32,2.625
65,<music21.chord.Chord B-5 B-4>,[0],[10],Pianoflage in C major.mid,Bargy,33,1
65.25,<music21.chord.Chord B4 E5 G5 B5 E2 B2 G3>,"[0, 3, 7]","[4, 7, 11]",Pianoflage in C major.mid,Bargy,33,1.25
67,<music21.chord.Chord E-4 F#3>,"[0, 3]","[3, 6]",Pianoflage in C major.mid,Bargy,34,1
67.25,<music21.chord.Chord E4 G3>,"[0, 3]","[4, 7]",Pianoflage in C major.mid,Bargy,34,1.25
68,<music21.chord.Chord F#4 B-3>,"[0, 4]","[6, 10]",Pianoflage in C major.mid,Bargy,34,2
68.25,<music21.chord.Chord G4 B3>,"[0, 4]","[7, 11]",Pianoflage in C major.mid,Bargy,34,2.25
69,<music21.chord.Chord B-4 E-4>,"[0, 5]","[10, 3]",Pianoflage in C major.mid,Bargy,35,1
69.25,<music21.chord.Chord E4 B4>,"[0, 5]","[11, 4]",Pianoflage in C major.mid,Bargy,35,1.25
70,<music21.chord.Chord F#4 E-5>,"[0, 3]","[3, 6]",Pianoflage in C major.mid,Bargy,35,2
70.25,<music21.chord.Chord G4 E5>,"[0, 3]","[4, 7]",Pianoflage in C major.mid,Bargy,35,2.25
71,<music21.chord.Chord B-4 F#5>,"[0, 4]","[6, 10]",Pianoflage in C major.mid,Bargy,36,1
71.25,<music21.chord.Chord B4 G5>,"[0, 4]","[7, 11]",Pianoflage in C major.mid,Bargy,36,1.25
72,<music21.chord.Chord E-5 B-5>,"[0, 5]","[10, 3]",Pianoflage in C major.mid,Bargy,36,2
72.25,<music21.chord.Chord E5 B5>,"[0, 5]","[11, 4]",Pianoflage in C major.mid,Bargy,36,2.25
73.25,<music21.chord.Chord C5 E5 A5 F#2 F#3>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Pianoflage in C major.mid,Bargy,37,1.25
73.875,<music21.chord.Chord F#2 F#3>,[0],[6],Pianoflage in C major.mid,Bargy,37,1.875
74,<music21.chord.Chord B5 F#2 F#3>,"[0, 5]","[6, 11]",Pianoflage in C major.mid,Bargy,37,2
74.25,<music21.chord.Chord C5 E5 A5 F#2 F#3>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Pianoflage in C major.mid,Bargy,37,2.25
75,<music21.chord.Chord B5>,[0],[11],Pianoflage in C major.mid,Bargy,38,1
75.25,<music21.chord.Chord B4 E-5 G5 B2 B3>,"[0, 4, 8]","[3, 7, 11]",Pianoflage in C major.mid,Bargy,38,1.25
76.25,<music21.chord.Chord A4 E-5 F#5 B2 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Pianoflage in C major.mid,Bargy,38,2.25
77.25,<music21.chord.Chord G4 B4 E5 E3 E4>,"[0, 3, 7]","[4, 7, 11]",Pianoflage in C major.mid,Bargy,39,1.25
77.875,<music21.chord.Chord E3 E4>,[0],[4],Pianoflage in C major.mid,Bargy,39,1.875
78,<music21.chord.Chord B4>,[0],[11],Pianoflage in C major.mid,Bargy,39,2
