Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,MeasureCount,Composer
136.3333333,<music21.chord.Chord A3 A1 F#3 D4 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
136.5416667,<music21.chord.Chord A1 F#3 D4 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
136.625,<music21.chord.Chord D4 C4>,"[0, 2]","[0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
136.75,<music21.chord.Chord G#3 G#2 G#1 D4 C4>,"[0, 4, 6]","[8, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
136.875,<music21.chord.Chord G#3 G#2 G#1>,[0],[8],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
138,<music21.chord.Chord F#3 E-3 C4 G#3 G#2 G#1>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
138.375,<music21.chord.Chord G#3 G#1 F#3 E-3 C4>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
138.625,<music21.chord.Chord G#3 F#3 E-3 C4>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
138.875,<music21.chord.Chord C4>,[0],[0],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
139.125,<music21.chord.Chord F#3 C4>,"[0, 6]","[0, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
139.25,<music21.chord.Chord F#3>,[0],[6],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
139.3333333,<music21.chord.Chord C#3 C#2 F#3>,"[0, 5]","[1, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
139.375,<music21.chord.Chord C#1 C#3 C#2>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
139.8333333,<music21.chord.Chord C#1>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
140.625,<music21.chord.Chord C#4 G#2 E3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
141,<music21.chord.Chord C#2 C#4 G#2 E3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
141.375,<music21.chord.Chord C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
141.625,<music21.chord.Chord E4 B2 G#3 C#4>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
141.875,<music21.chord.Chord E4 B2 G#3>,"[0, 4, 7]","[4, 8, 11]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.125,<music21.chord.Chord C#2 E4 B2 G#3>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.2916667,<music21.chord.Chord C#2 E4 B2>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.625,<music21.chord.Chord E4 B2>,"[0, 5]","[11, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.6666667,<music21.chord.Chord E-4 G3 B-2 E4 B2>,"[0, 1, 4, 7, 8]","[3, 4, 7, 10, 11]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.75,<music21.chord.Chord E-4 G3 B-2>,"[0, 4, 7]","[3, 7, 10]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
142.9166667,<music21.chord.Chord G3 B-2>,"[0, 3]","[7, 10]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
143.1666667,<music21.chord.Chord G3>,[0],[7],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
143.875,<music21.chord.Chord A3 A2 A1>,[0],[9],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
145,<music21.chord.Chord F#3 D4 A3 A2 A1>,"[0, 4, 7]","[2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
145.125,<music21.chord.Chord C4 A3 A2 A1 F#3 D4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
145.75,<music21.chord.Chord A2 A1 F#3 D4 C4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
146,<music21.chord.Chord A2 A1 D4 C4>,"[0, 3, 5]","[9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
146.2083333,<music21.chord.Chord D4 C4>,"[0, 2]","[0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
146.25,<music21.chord.Chord C4>,[0],[0],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
146.3333333,<music21.chord.Chord G#3 G#1 G#2 C4>,"[0, 4]","[8, 0]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
146.375,<music21.chord.Chord G#3 G#1 G#2>,[0],[8],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
147.75,<music21.chord.Chord C4 F#3 E-3 G#3 G#1 G#2>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
148.3333333,<music21.chord.Chord G#3 G#1 C4 F#3 E-3>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
148.625,<music21.chord.Chord G#3 G#1>,[0],[8],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
148.6666667,<music21.chord.Chord G#1>,[0],[8],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
149.625,<music21.chord.Chord E4 C#1>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
149.6666667,<music21.chord.Chord C#2 E4 C#1>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
150.25,<music21.chord.Chord G#3 E4 C#1 C#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
150.75,<music21.chord.Chord C#4 E4 C#1 C#2 G#3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
150.875,<music21.chord.Chord E4 C#1 C#2>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151,<music21.chord.Chord E4>,[0],[4],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151.125,<music21.chord.Chord E-4 B-2 E4>,"[0, 5, 6]","[10, 3, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151.2916667,<music21.chord.Chord E-4 B-2>,"[0, 5]","[10, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151.5,<music21.chord.Chord G3 E-4 B-2>,"[0, 4, 7]","[3, 7, 10]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151.75,<music21.chord.Chord C#4 E-4 B-2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
151.875,<music21.chord.Chord C#4>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.125,<music21.chord.Chord D4 A2>,"[0, 5]","[9, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.375,<music21.chord.Chord F#3 D4 A2>,"[0, 4, 7]","[2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.5,<music21.chord.Chord C#2 D4 A2 F#3>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.7083333,<music21.chord.Chord D4 A2 C#2>,"[0, 4, 5]","[9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.75,<music21.chord.Chord C4 D4 A2 C#2>,"[0, 3, 4, 5]","[9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
152.8333333,<music21.chord.Chord D4 A2 C4>,"[0, 3, 5]","[9, 0, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153,<music21.chord.Chord C#4 G#2 C4>,"[0, 4, 5]","[8, 0, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.0833333,<music21.chord.Chord C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.25,<music21.chord.Chord E3 C#4 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.375,<music21.chord.Chord C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.5,<music21.chord.Chord G#3 C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.625,<music21.chord.Chord C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.75,<music21.chord.Chord B2 E4 C#4 G#2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
153.875,<music21.chord.Chord C#2 B2 E4 G#2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.125,<music21.chord.Chord G#3 C#2 B2 E4>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.3333333,<music21.chord.Chord C#4 C#2 B2 E4 G#3>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.5,<music21.chord.Chord C#2 B2 E4 C#4>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.625,<music21.chord.Chord E-4 C#2 C#4>,"[0, 2]","[1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.6666667,<music21.chord.Chord B-2 C#2 E-4>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
154.875,<music21.chord.Chord G3 C#2 E-4 B-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.125,<music21.chord.Chord C#4 C#2 E-4 B-2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.25,<music21.chord.Chord C#2 B-2 C#4>,"[0, 3]","[10, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.375,<music21.chord.Chord A2 D4 C#2 B-2 C#4>,"[0, 1, 4, 5]","[9, 10, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.4166667,<music21.chord.Chord C#2 A2 C#4 D4>,"[0, 4, 5]","[9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.5,<music21.chord.Chord C#2 A2 D4>,"[0, 4, 5]","[9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.625,<music21.chord.Chord F#3 C#2 A2 D4>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
155.875,<music21.chord.Chord C4 C#2 A2 F#3 D4>,"[0, 3, 6, 7, 8]","[6, 9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156,<music21.chord.Chord C#2 A2 C4 D4>,"[0, 3, 4, 5]","[9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.125,<music21.chord.Chord C#2 A2 D4>,"[0, 4, 5]","[9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.25,<music21.chord.Chord C#4 G#2 C#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.5,<music21.chord.Chord E3 C#2 C#4 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.625,<music21.chord.Chord C#2 C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.75,<music21.chord.Chord G#3 C#2 C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.875,<music21.chord.Chord C#2 C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
156.9166667,<music21.chord.Chord C#2 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157,<music21.chord.Chord G#4 E2 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.125,<music21.chord.Chord C#2 G#4 E2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.25,<music21.chord.Chord G#3 C#2 G#4 E2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.375,<music21.chord.Chord G#4 E2 G#3>,"[0, 4]","[4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.5,<music21.chord.Chord C#4 G#4 E2 G#3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.5833333,<music21.chord.Chord C#4 G#4 E2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.75,<music21.chord.Chord F#4>,[0],[6],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
157.875,<music21.chord.Chord E-2 F#4>,"[0, 3]","[3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
158,<music21.chord.Chord A3 F#4 E-2>,"[0, 3, 6]","[3, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
158.25,<music21.chord.Chord C#4 F#4 E-2>,"[0, 2, 5]","[1, 3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
158.375,<music21.chord.Chord E-2>,[0],[3],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
158.625,<music21.chord.Chord A4 F#2>,"[0, 3]","[6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
158.75,<music21.chord.Chord F#2>,[0],[6],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159,<music21.chord.Chord F#3 F#2>,[0],[6],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.125,<music21.chord.Chord F#2>,[0],[6],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.25,<music21.chord.Chord C#4 F#2>,"[0, 5]","[1, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.375,<music21.chord.Chord G#4 C#4 F#2>,"[0, 2, 7]","[6, 8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.5,<music21.chord.Chord E2 G#4>,"[0, 4]","[4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.6666667,<music21.chord.Chord G#3 E2 G#4>,"[0, 4]","[4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
159.875,<music21.chord.Chord C#4 E2 G#3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.0416667,<music21.chord.Chord E2 C#4>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.125,<music21.chord.Chord F#4 A2>,"[0, 3]","[6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.375,<music21.chord.Chord F#3 F#4 A2>,"[0, 3]","[6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.7083333,<music21.chord.Chord F#4 A2>,"[0, 3]","[6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.75,<music21.chord.Chord C#4 E4 F#4 A2>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.7916667,<music21.chord.Chord A2 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
160.875,<music21.chord.Chord A2 E4>,"[0, 5]","[4, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161,<music21.chord.Chord E-2 A2 E4>,"[0, 1, 6]","[3, 4, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.125,<music21.chord.Chord F#4 E-2 A2>,"[0, 3, 6]","[3, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.25,<music21.chord.Chord E-2 F#4>,"[0, 3]","[3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.3333333,<music21.chord.Chord F#3 E-2 F#4>,"[0, 3]","[3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.625,<music21.chord.Chord C#4 E-2 F#3 F#4>,"[0, 2, 5]","[1, 3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.6666667,<music21.chord.Chord E-2 F#4 C#4>,"[0, 2, 5]","[1, 3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.75,<music21.chord.Chord E-2 C#4>,"[0, 2]","[1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
161.875,<music21.chord.Chord E4 G#2 C#4>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
162,<music21.chord.Chord E4 G#2>,"[0, 4]","[4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
162.25,<music21.chord.Chord F#3 E4 G#2>,"[0, 2, 4]","[4, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
162.5,<music21.chord.Chord E-4 G#2>,"[0, 5]","[3, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
162.625,<music21.chord.Chord C4 E-4 G#2>,"[0, 4, 7]","[8, 0, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
162.9583333,<music21.chord.Chord E-4 G#2>,"[0, 5]","[3, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
163,<music21.chord.Chord E4 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
163.2083333,<music21.chord.Chord E4 C#2>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
163.3333333,<music21.chord.Chord E3 E4 C#2>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
163.5833333,<music21.chord.Chord E4 C#2>,"[0, 3]","[1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
163.6666667,<music21.chord.Chord C#4 C#2>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
164.0416667,<music21.chord.Chord C#2>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
164.125,<music21.chord.Chord B2 E4 C#2>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
164.375,<music21.chord.Chord G#3 B2 E4 C#2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
164.75,<music21.chord.Chord C#4 B2 E4 C#2>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165,<music21.chord.Chord E-4 B-2 C#4 C#2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.0833333,<music21.chord.Chord E-4 C#2 B-2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.3333333,<music21.chord.Chord G3 E-4 C#2 B-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.5,<music21.chord.Chord C#4 E-4 G3 C#2 B-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.5833333,<music21.chord.Chord E-4 C#2 B-2 C#4>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.625,<music21.chord.Chord C#2 B-2 C#4>,"[0, 3]","[10, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.75,<music21.chord.Chord D4 C#2 B-2>,"[0, 3, 4]","[10, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
165.875,<music21.chord.Chord A2 D4 C#2 B-2>,"[0, 1, 4, 5]","[9, 10, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
166,<music21.chord.Chord F#3 D4 A2 C#2>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
166.3333333,<music21.chord.Chord C4 D4 A2 C#2>,"[0, 3, 4, 5]","[9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
166.5,<music21.chord.Chord C#4 G#2 A2 C#2 C4>,"[0, 1, 4, 5]","[8, 9, 0, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
166.6666667,<music21.chord.Chord C#4 G#2 A2 C#2>,"[0, 1, 5]","[8, 9, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
166.75,<music21.chord.Chord E3 C#4 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
167,<music21.chord.Chord G#3 C#4 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
167.5,<music21.chord.Chord E4 B2>,"[0, 5]","[11, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
167.625,<music21.chord.Chord C#2 E4 B2>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
167.75,<music21.chord.Chord G#3 E4 B2 C#2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168,<music21.chord.Chord C#4 E4 B2 C#2 G#3>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.125,<music21.chord.Chord E4 B2 C#2 C#4>,"[0, 2, 5]","[11, 1, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.3333333,<music21.chord.Chord E-4 B-2 E4 B2 C#2 C#4>,"[0, 1, 3, 5, 6]","[10, 11, 1, 3, 4]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.375,<music21.chord.Chord C#2 E-4 B-2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.5,<music21.chord.Chord G3 C#2 E-4 B-2>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.75,<music21.chord.Chord C#4 C#2 E-4 B-2>,"[0, 3, 5]","[10, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
168.8333333,<music21.chord.Chord C#4 C#2 B-2>,"[0, 3]","[10, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.125,<music21.chord.Chord D4 A2 C#2 B-2>,"[0, 1, 4, 5]","[9, 10, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.2083333,<music21.chord.Chord D4 A2 C#2>,"[0, 4, 5]","[9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.3333333,<music21.chord.Chord F#3 D4 A2 C#2>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.5,<music21.chord.Chord C4 D4 A2 F#3 C#2>,"[0, 3, 6, 7, 8]","[6, 9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.6666667,<music21.chord.Chord D4 A2 C#2 C4>,"[0, 3, 4, 5]","[9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.75,<music21.chord.Chord C#4 D4 A2 C#2 C4>,"[0, 3, 4, 5]","[9, 0, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
169.875,<music21.chord.Chord G#2 D4 A2 C#4 C#2>,"[0, 1, 5, 6]","[8, 9, 1, 2]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170,<music21.chord.Chord E3 C#4 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170.125,<music21.chord.Chord C#4 C#2 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170.25,<music21.chord.Chord G#3 C#4 C#2 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170.375,<music21.chord.Chord C#2 G#2>,"[0, 5]","[8, 1]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170.625,<music21.chord.Chord G#4 E2 C#2 G#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
170.875,<music21.chord.Chord G#3 G#4 E2 C#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.2083333,<music21.chord.Chord G#4 E2 C#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.25,<music21.chord.Chord C#4 G#4 E2 C#2>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.2916667,<music21.chord.Chord G#4 E2 C#4>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.375,<music21.chord.Chord F#4 E-2 G#4 E2 C#4>,"[0, 2, 3, 5, 7]","[1, 3, 4, 6, 8]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.5,<music21.chord.Chord C#4 F#4 E-2>,"[0, 2, 5]","[1, 3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.5833333,<music21.chord.Chord F#4 E-2>,"[0, 3]","[3, 6]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.6666667,<music21.chord.Chord A3 F#4 E-2>,"[0, 3, 6]","[3, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.875,<music21.chord.Chord C#4 A3 E-2>,"[0, 4, 6]","[9, 1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
171.9166667,<music21.chord.Chord C#4 E-2>,"[0, 2]","[1, 3]",Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
172,<music21.chord.Chord E-2>,[0],[3],Prelude in C#- Op3No2 C#-.mid,,,Rachmaninov
